StoreID,CustomerID,ProductID,ProductCategory,Timestamp
1,Cust_0021,"['P143', 'P108', 'P138', 'P122', 'P119', 'P144', 'P108', 'P115', 'P143']","['Books', 'Grocery', 'Home Goods', 'Home Goods', 'Books', 'Grocery', 'Grocery', 'Apparel', 'Books']","[Timestamp('2022-01-22 12:25:38'), Timestamp('2022-01-22 12:25:38'), Timestamp('2022-01-22 12:25:38'), Timestamp('2022-01-22 12:25:38'), Timestamp('2022-01-22 12:25:38'), Timestamp('2022-01-22 12:25:38'), Timestamp('2022-01-22 12:25:38'), Timestamp('2022-01-22 12:25:38'), Timestamp('2022-01-22 12:25:38')]"
1,Cust_0022,"['P115', 'P143', 'P123', 'P122', 'P132', 'P122']","['Apparel', 'Books', 'Books', 'Home Goods', 'Electronics', 'Home Goods']","[Timestamp('2022-03-03 19:33:27'), Timestamp('2022-03-03 19:33:27'), Timestamp('2022-03-03 19:33:27'), Timestamp('2022-03-03 19:33:27'), Timestamp('2022-03-03 19:33:27'), Timestamp('2022-03-03 19:33:27')]"
1,Cust_0025,"['P127', 'P112', 'P104', 'P110', 'P144', 'P122', 'P135']","['Books', 'Home Goods', 'Apparel', 'Books', 'Grocery', 'Home Goods', 'Home Goods']","[Timestamp('2022-01-28 10:15:28'), Timestamp('2022-03-30 18:40:30'), Timestamp('2022-03-30 18:40:30'), Timestamp('2022-03-30 18:40:30'), Timestamp('2022-06-30 12:12:25'), Timestamp('2022-06-30 12:12:25'), Timestamp('2022-06-30 12:12:25')]"
1,Cust_0026,"['P149', 'P129', 'P124', 'P105']","['Apparel', 'Electronics', 'Electronics', 'Electronics']","[Timestamp('2022-01-09 13:58:24'), Timestamp('2022-02-28 11:46:14'), Timestamp('2022-02-28 11:46:14'), Timestamp('2022-02-28 11:46:14')]"
1,Cust_0028,"['P105', 'P100', 'P103', 'P130']","['Electronics', 'Grocery', 'Electronics', 'Electronics']","[Timestamp('2022-05-01 09:07:24'), Timestamp('2022-05-01 09:07:24'), Timestamp('2022-05-01 09:07:24'), Timestamp('2022-05-06 11:26:05')]"
1,Cust_0029,"['P139', 'P135', 'P109', 'P147', 'P131', 'P143', 'P143', 'P100', 'P140', 'P138', 'P120', 'P132', 'P115', 'P110', 'P140']","['Grocery', 'Home Goods', 'Books', 'Grocery', 'Grocery', 'Books', 'Books', 'Grocery', 'Grocery', 'Home Goods', 'Electronics', 'Electronics', 'Apparel', 'Books', 'Grocery']","[Timestamp('2022-03-19 14:51:38'), Timestamp('2022-03-19 14:51:38'), Timestamp('2022-03-19 14:51:38'), Timestamp('2022-03-19 14:51:38'), Timestamp('2022-04-26 13:23:32'), Timestamp('2022-04-26 13:23:32'), Timestamp('2022-04-27 11:46:09'), Timestamp('2022-04-27 11:46:09'), Timestamp('2022-04-27 11:46:09'), Timestamp('2022-04-27 11:46:09'), Timestamp('2022-04-27 11:46:09'), Timestamp('2022-04-27 11:46:09'), Timestamp('2022-04-27 11:46:09'), Timestamp('2022-04-27 11:46:09'), Timestamp('2022-04-27 11:46:09')]"
1,Cust_0030,"['P107', 'P139']","['Electronics', 'Grocery']","[Timestamp('2022-03-11 16:33:21'), Timestamp('2022-04-23 20:23:59')]"
1,Cust_0031,"['P110', 'P124', 'P110', 'P105', 'P143', 'P138', 'P115', 'P125', 'P105', 'P145', 'P149']","['Books', 'Electronics', 'Books', 'Electronics', 'Books', 'Home Goods', 'Apparel', 'Electronics', 'Electronics', 'Grocery', 'Apparel']","[Timestamp('2022-04-21 15:51:44'), Timestamp('2022-04-21 15:51:44'), Timestamp('2022-04-21 15:51:44'), Timestamp('2022-04-21 15:51:44'), Timestamp('2022-04-21 15:51:44'), Timestamp('2022-04-21 15:51:44'), Timestamp('2022-04-30 16:36:10'), Timestamp('2022-05-26 17:25:56'), Timestamp('2022-05-26 17:25:56'), Timestamp('2022-05-26 17:25:56'), Timestamp('2022-06-04 09:04:40')]"
1,Cust_0032,"['P149', 'P104', 'P144', 'P139', 'P128', 'P106', 'P120', 'P145']","['Apparel', 'Apparel', 'Grocery', 'Grocery', 'Electronics', 'Books', 'Electronics', 'Grocery']","[Timestamp('2022-01-23 10:25:52'), Timestamp('2022-01-23 10:25:52'), Timestamp('2022-01-31 15:08:13'), Timestamp('2022-01-31 15:08:13'), Timestamp('2022-01-31 15:08:13'), Timestamp('2022-01-31 15:08:13'), Timestamp('2022-01-31 15:08:13'), Timestamp('2022-01-31 15:08:13')]"
1,Cust_0033,"['P106', 'P127', 'P108']","['Books', 'Books', 'Grocery']","[Timestamp('2022-02-15 17:38:40'), Timestamp('2022-02-15 17:38:40'), Timestamp('2022-04-07 14:45:31')]"
1,Cust_0035,"['P144', 'P132', 'P143']","['Grocery', 'Electronics', 'Books']","[Timestamp('2022-02-05 13:29:05'), Timestamp('2022-05-27 13:34:16'), Timestamp('2022-05-27 13:34:16')]"
1,Cust_0036,"['P108', 'P110', 'P115', 'P130']","['Grocery', 'Books', 'Apparel', 'Electronics']","[Timestamp('2022-02-23 12:16:32'), Timestamp('2022-06-07 14:04:44'), Timestamp('2022-06-21 15:58:49'), Timestamp('2022-06-21 15:58:49')]"
1,Cust_0038,"['P149', 'P119', 'P138']","['Apparel', 'Books', 'Home Goods']","[Timestamp('2022-03-26 20:09:38'), Timestamp('2022-05-04 11:36:50'), Timestamp('2022-06-14 13:44:46')]"
1,Cust_0040,"['P104', 'P141', 'P100', 'P118']","['Apparel', 'Electronics', 'Grocery', 'Apparel']","[Timestamp('2022-01-22 20:31:54'), Timestamp('2022-01-22 20:31:54'), Timestamp('2022-03-22 10:36:45'), Timestamp('2022-03-22 10:36:45')]"
1,Cust_0041,"['P139', 'P147', 'P109', 'P138']","['Grocery', 'Grocery', 'Books', 'Home Goods']","[Timestamp('2022-01-19 18:19:33'), Timestamp('2022-01-19 18:19:33'), Timestamp('2022-06-24 09:34:23'), Timestamp('2022-06-24 09:34:23')]"
1,Cust_0042,"['P135', 'P110', 'P136']","['Home Goods', 'Books', 'Books']","[Timestamp('2022-04-10 18:29:14'), Timestamp('2022-04-10 18:29:14'), Timestamp('2022-04-10 18:29:14')]"
1,Cust_0043,"['P138', 'P106', 'P117', 'P122', 'P143', 'P142']","['Home Goods', 'Books', 'Electronics', 'Home Goods', 'Books', 'Apparel']","[Timestamp('2022-01-08 19:45:01'), Timestamp('2022-06-05 16:21:55'), Timestamp('2022-06-05 16:21:55'), Timestamp('2022-06-05 16:21:55'), Timestamp('2022-06-05 16:21:55'), Timestamp('2022-06-05 16:21:55')]"
1,Cust_0044,['P132'],['Electronics'],[Timestamp('2022-02-11 14:10:39')]
1,Cust_0045,"['P130', 'P136', 'P117', 'P109', 'P147']","['Electronics', 'Books', 'Electronics', 'Books', 'Grocery']","[Timestamp('2022-05-23 12:24:16'), Timestamp('2022-06-28 14:42:10'), Timestamp('2022-06-28 14:42:10'), Timestamp('2022-06-28 14:42:10'), Timestamp('2022-06-28 14:42:10')]"
1,Cust_0046,"['P127', 'P139', 'P139', 'P115', 'P109', 'P124', 'P135', 'P108', 'P106', 'P130', 'P110', 'P140', 'P126']","['Books', 'Grocery', 'Grocery', 'Apparel', 'Books', 'Electronics', 'Home Goods', 'Grocery', 'Books', 'Electronics', 'Books', 'Grocery', 'Electronics']","[Timestamp('2022-05-18 19:56:20'), Timestamp('2022-05-18 19:56:20'), Timestamp('2022-05-18 19:56:20'), Timestamp('2022-05-18 19:56:20'), Timestamp('2022-05-18 19:56:20'), Timestamp('2022-06-14 14:23:39'), Timestamp('2022-06-14 14:23:39'), Timestamp('2022-06-14 14:23:39'), Timestamp('2022-06-14 14:23:39'), Timestamp('2022-06-14 14:23:39'), Timestamp('2022-06-14 14:23:39'), Timestamp('2022-06-14 14:23:39'), Timestamp('2022-06-14 14:23:39')]"
1,Cust_0047,"['P147', 'P123']","['Grocery', 'Books']","[Timestamp('2022-06-17 13:37:36'), Timestamp('2022-06-17 13:37:36')]"
1,Cust_0048,"['P110', 'P119', 'P132']","['Books', 'Books', 'Electronics']","[Timestamp('2022-04-20 20:16:35'), Timestamp('2022-04-28 17:55:42'), Timestamp('2022-04-28 17:55:42')]"
1,Cust_0049,"['P130', 'P149', 'P112', 'P112']","['Electronics', 'Apparel', 'Home Goods', 'Home Goods']","[Timestamp('2022-04-10 17:59:18'), Timestamp('2022-04-10 17:59:18'), Timestamp('2022-04-10 17:59:18'), Timestamp('2022-04-19 11:34:52')]"
1,Cust_0050,"['P106', 'P113', 'P127', 'P125', 'P108', 'P117', 'P125', 'P147', 'P122', 'P106']","['Books', 'Electronics', 'Books', 'Electronics', 'Grocery', 'Electronics', 'Electronics', 'Grocery', 'Home Goods', 'Books']","[Timestamp('2022-04-04 18:24:07'), Timestamp('2022-04-04 18:24:07'), Timestamp('2022-04-04 18:24:07'), Timestamp('2022-04-04 18:24:07'), Timestamp('2022-04-04 18:24:07'), Timestamp('2022-04-10 14:31:24'), Timestamp('2022-04-10 14:31:24'), Timestamp('2022-04-10 14:31:24'), Timestamp('2022-04-10 14:31:24'), Timestamp('2022-04-10 14:31:24')]"
1,Cust_0051,"['P132', 'P105', 'P144', 'P110', 'P132', 'P125', 'P135', 'P144', 'P105', 'P137', 'P131', 'P124', 'P144']","['Electronics', 'Electronics', 'Grocery', 'Books', 'Electronics', 'Electronics', 'Home Goods', 'Grocery', 'Electronics', 'Electronics', 'Grocery', 'Electronics', 'Grocery']","[Timestamp('2022-02-26 16:33:29'), Timestamp('2022-02-26 16:33:29'), Timestamp('2022-02-26 16:33:29'), Timestamp('2022-02-26 16:33:29'), Timestamp('2022-02-26 16:33:29'), Timestamp('2022-03-12 09:17:50'), Timestamp('2022-03-12 09:17:50'), Timestamp('2022-03-12 09:17:50'), Timestamp('2022-05-19 16:11:46'), Timestamp('2022-05-19 16:11:46'), Timestamp('2022-05-19 16:11:46'), Timestamp('2022-05-19 16:11:46'), Timestamp('2022-05-19 16:11:46')]"
1,Cust_0053,"['P146', 'P103', 'P138', 'P130', 'P123', 'P141']","['Electronics', 'Electronics', 'Home Goods', 'Electronics', 'Books', 'Electronics']","[Timestamp('2022-02-05 14:51:07'), Timestamp('2022-02-05 14:51:07'), Timestamp('2022-02-05 14:51:07'), Timestamp('2022-02-28 15:33:42'), Timestamp('2022-02-28 15:33:42'), Timestamp('2022-02-28 15:33:42')]"
1,Cust_0054,"['P147', 'P143', 'P142', 'P110']","['Grocery', 'Books', 'Apparel', 'Books']","[Timestamp('2022-01-09 14:09:33'), Timestamp('2022-01-09 14:09:33'), Timestamp('2022-01-09 14:09:33'), Timestamp('2022-03-24 09:32:30')]"
1,Cust_0056,"['P115', 'P108', 'P104']","['Apparel', 'Grocery', 'Apparel']","[Timestamp('2022-06-20 17:52:59'), Timestamp('2022-06-20 17:52:59'), Timestamp('2022-06-20 17:52:59')]"
1,Cust_0057,"['P122', 'P143']","['Home Goods', 'Books']","[Timestamp('2022-02-18 18:08:04'), Timestamp('2022-06-03 10:20:55')]"
1,Cust_0058,['P124'],['Electronics'],[Timestamp('2022-05-02 19:58:23')]
1,Cust_0060,"['P119', 'P124']","['Books', 'Electronics']","[Timestamp('2022-06-26 16:02:55'), Timestamp('2022-06-26 16:02:55')]"
1,Cust_0061,['P143'],['Books'],[Timestamp('2022-02-07 17:29:12')]
1,Cust_0062,"['P122', 'P108', 'P110', 'P129', 'P132', 'P144']","['Home Goods', 'Grocery', 'Books', 'Electronics', 'Electronics', 'Grocery']","[Timestamp('2022-04-07 18:41:45'), Timestamp('2022-04-07 18:41:45'), Timestamp('2022-04-07 18:41:45'), Timestamp('2022-04-07 18:41:45'), Timestamp('2022-04-26 19:56:04'), Timestamp('2022-04-26 19:56:04')]"
1,Cust_0063,"['P111', 'P130', 'P126', 'P112', 'P142', 'P122']","['Electronics', 'Electronics', 'Electronics', 'Home Goods', 'Apparel', 'Home Goods']","[Timestamp('2022-03-11 15:16:01'), Timestamp('2022-03-11 15:16:01'), Timestamp('2022-05-19 11:33:12'), Timestamp('2022-05-19 11:33:12'), Timestamp('2022-05-27 09:00:49'), Timestamp('2022-05-27 09:00:49')]"
1,Cust_0064,"['P107', 'P110', 'P112', 'P112', 'P110', 'P115', 'P129', 'P144', 'P126']","['Electronics', 'Books', 'Home Goods', 'Home Goods', 'Books', 'Apparel', 'Electronics', 'Grocery', 'Electronics']","[Timestamp('2022-02-21 10:37:50'), Timestamp('2022-02-21 10:37:50'), Timestamp('2022-02-21 10:37:50'), Timestamp('2022-02-21 10:37:50'), Timestamp('2022-02-21 10:37:50'), Timestamp('2022-06-14 10:09:44'), Timestamp('2022-06-14 10:09:44'), Timestamp('2022-06-14 10:09:44'), Timestamp('2022-06-14 10:09:44')]"
1,Cust_0065,['P124'],['Electronics'],[Timestamp('2022-03-06 15:23:00')]
1,Cust_0066,"['P139', 'P147', 'P131', 'P139', 'P119', 'P123', 'P110', 'P148', 'P115']","['Grocery', 'Grocery', 'Grocery', 'Grocery', 'Books', 'Books', 'Books', 'Books', 'Apparel']","[Timestamp('2022-01-16 11:07:32'), Timestamp('2022-01-16 11:07:32'), Timestamp('2022-01-16 11:07:32'), Timestamp('2022-01-16 11:07:32'), Timestamp('2022-01-16 11:07:32'), Timestamp('2022-01-16 11:07:32'), Timestamp('2022-02-03 17:48:53'), Timestamp('2022-02-19 09:18:36'), Timestamp('2022-02-19 09:18:36')]"
1,Cust_0068,"['P132', 'P124', 'P144', 'P138', 'P144']","['Electronics', 'Electronics', 'Grocery', 'Home Goods', 'Grocery']","[Timestamp('2022-03-22 12:11:36'), Timestamp('2022-03-22 12:11:36'), Timestamp('2022-03-22 12:11:36'), Timestamp('2022-04-16 18:59:50'), Timestamp('2022-04-16 18:59:50')]"
1,Cust_0069,"['P100', 'P126', 'P143', 'P141', 'P124', 'P138', 'P147', 'P102', 'P113', 'P126', 'P106', 'P110', 'P121', 'P119']","['Grocery', 'Electronics', 'Books', 'Electronics', 'Electronics', 'Home Goods', 'Grocery', 'Electronics', 'Electronics', 'Electronics', 'Books', 'Books', 'Grocery', 'Books']","[Timestamp('2022-03-31 16:03:39'), Timestamp('2022-03-31 16:03:39'), Timestamp('2022-04-08 18:00:23'), Timestamp('2022-04-08 18:00:23'), Timestamp('2022-04-19 20:38:56'), Timestamp('2022-04-19 20:38:56'), Timestamp('2022-05-05 19:00:04'), Timestamp('2022-05-05 19:00:04'), Timestamp('2022-05-05 19:00:04'), Timestamp('2022-05-05 19:00:04'), Timestamp('2022-05-05 19:00:04'), Timestamp('2022-05-05 19:00:04'), Timestamp('2022-06-10 12:57:17'), Timestamp('2022-06-10 12:57:17')]"
1,Cust_0070,"['P106', 'P145', 'P141', 'P148']","['Books', 'Grocery', 'Electronics', 'Books']","[Timestamp('2022-02-19 09:56:12'), Timestamp('2022-02-19 09:56:12'), Timestamp('2022-05-17 11:02:21'), Timestamp('2022-05-27 17:55:33')]"
1,Cust_0071,['P149'],['Apparel'],[Timestamp('2022-02-26 20:45:38')]
1,Cust_0072,"['P136', 'P138']","['Books', 'Home Goods']","[Timestamp('2022-04-25 15:34:51'), Timestamp('2022-04-25 15:34:51')]"
1,Cust_0074,"['P138', 'P112', 'P108', 'P124']","['Home Goods', 'Home Goods', 'Grocery', 'Electronics']","[Timestamp('2022-03-13 09:39:56'), Timestamp('2022-03-13 09:39:56'), Timestamp('2022-06-25 14:14:40'), Timestamp('2022-06-28 10:16:32')]"
1,Cust_0075,"['P121', 'P108', 'P139', 'P117', 'P112', 'P148']","['Grocery', 'Grocery', 'Grocery', 'Electronics', 'Home Goods', 'Books']","[Timestamp('2022-01-01 09:26:46'), Timestamp('2022-01-01 09:26:46'), Timestamp('2022-01-24 18:05:04'), Timestamp('2022-01-24 18:05:04'), Timestamp('2022-01-24 18:05:04'), Timestamp('2022-01-24 18:05:04')]"
1,Cust_0076,"['P132', 'P120']","['Electronics', 'Electronics']","[Timestamp('2022-03-22 15:25:46'), Timestamp('2022-06-26 20:20:30')]"
1,Cust_0077,"['P110', 'P115', 'P149', 'P113']","['Books', 'Apparel', 'Apparel', 'Electronics']","[Timestamp('2022-02-27 16:23:13'), Timestamp('2022-02-27 16:23:13'), Timestamp('2022-05-11 15:25:35'), Timestamp('2022-05-11 15:25:35')]"
1,Cust_0078,"['P112', 'P127', 'P139', 'P119', 'P122', 'P130', 'P129', 'P147']","['Home Goods', 'Books', 'Grocery', 'Books', 'Home Goods', 'Electronics', 'Electronics', 'Grocery']","[Timestamp('2022-03-05 09:37:00'), Timestamp('2022-03-05 09:37:00'), Timestamp('2022-03-05 09:37:00'), Timestamp('2022-03-05 09:37:00'), Timestamp('2022-03-05 09:37:00'), Timestamp('2022-03-05 09:37:00'), Timestamp('2022-03-05 09:37:00'), Timestamp('2022-03-05 09:37:00')]"
1,Cust_0080,['P147'],['Grocery'],[Timestamp('2022-03-20 12:15:51')]
1,Cust_0081,"['P137', 'P144', 'P129', 'P111', 'P115', 'P119', 'P144']","['Electronics', 'Grocery', 'Electronics', 'Electronics', 'Apparel', 'Books', 'Grocery']","[Timestamp('2022-02-28 13:37:11'), Timestamp('2022-02-28 13:37:11'), Timestamp('2022-02-28 13:37:11'), Timestamp('2022-02-28 13:37:11'), Timestamp('2022-02-28 13:37:11'), Timestamp('2022-04-29 18:46:23'), Timestamp('2022-05-07 17:17:10')]"
1,Cust_0082,"['P103', 'P130']","['Electronics', 'Electronics']","[Timestamp('2022-04-09 11:05:13'), Timestamp('2022-04-09 11:05:13')]"
1,Cust_0083,"['P130', 'P141', 'P139', 'P144', 'P109', 'P147', 'P142', 'P149', 'P139', 'P117']","['Electronics', 'Electronics', 'Grocery', 'Grocery', 'Books', 'Grocery', 'Apparel', 'Apparel', 'Grocery', 'Electronics']","[Timestamp('2022-01-23 11:27:37'), Timestamp('2022-05-25 19:55:59'), Timestamp('2022-05-25 19:55:59'), Timestamp('2022-05-25 19:55:59'), Timestamp('2022-05-29 18:04:15'), Timestamp('2022-05-29 18:04:15'), Timestamp('2022-06-03 17:47:10'), Timestamp('2022-06-03 17:47:10'), Timestamp('2022-06-03 17:47:10'), Timestamp('2022-06-03 17:47:10')]"
1,Cust_0084,"['P100', 'P118', 'P135', 'P149']","['Grocery', 'Apparel', 'Home Goods', 'Apparel']","[Timestamp('2022-04-30 17:49:35'), Timestamp('2022-04-30 17:49:35'), Timestamp('2022-04-30 17:49:35'), Timestamp('2022-05-10 09:25:27')]"
1,Cust_0086,"['P123', 'P122', 'P119', 'P103']","['Books', 'Home Goods', 'Books', 'Electronics']","[Timestamp('2022-01-23 16:01:55'), Timestamp('2022-05-29 17:57:50'), Timestamp('2022-05-29 17:57:50'), Timestamp('2022-05-29 17:57:50')]"
1,Cust_0088,"['P127', 'P115', 'P136', 'P118', 'P147', 'P125', 'P101', 'P127', 'P131', 'P140', 'P125']","['Books', 'Apparel', 'Books', 'Apparel', 'Grocery', 'Electronics', 'Grocery', 'Books', 'Grocery', 'Grocery', 'Electronics']","[Timestamp('2022-01-28 12:32:22'), Timestamp('2022-03-14 12:19:47'), Timestamp('2022-03-14 12:19:47'), Timestamp('2022-04-01 15:26:12'), Timestamp('2022-04-01 15:26:12'), Timestamp('2022-04-01 15:26:12'), Timestamp('2022-04-01 15:26:12'), Timestamp('2022-04-01 15:26:12'), Timestamp('2022-04-01 15:26:12'), Timestamp('2022-04-01 15:26:12'), Timestamp('2022-05-28 18:40:54')]"
1,Cust_0089,"['P136', 'P110', 'P112', 'P147', 'P114', 'P143', 'P144']","['Books', 'Books', 'Home Goods', 'Grocery', 'Apparel', 'Books', 'Grocery']","[Timestamp('2022-02-20 11:32:46'), Timestamp('2022-02-20 11:32:46'), Timestamp('2022-02-20 11:32:46'), Timestamp('2022-02-26 16:21:04'), Timestamp('2022-03-03 12:26:20'), Timestamp('2022-04-17 12:09:50'), Timestamp('2022-04-17 12:09:50')]"
1,Cust_0090,"['P119', 'P103', 'P115', 'P148']","['Books', 'Electronics', 'Apparel', 'Books']","[Timestamp('2022-01-06 11:53:37'), Timestamp('2022-02-06 14:08:35'), Timestamp('2022-02-06 14:08:35'), Timestamp('2022-02-06 14:08:35')]"
1,Cust_0091,"['P105', 'P131']","['Electronics', 'Grocery']","[Timestamp('2022-01-19 20:01:32'), Timestamp('2022-01-19 20:01:32')]"
1,Cust_0092,['P127'],['Books'],[Timestamp('2022-01-23 13:47:07')]
1,Cust_0094,"['P130', 'P102', 'P100', 'P120']","['Electronics', 'Electronics', 'Grocery', 'Electronics']","[Timestamp('2022-03-22 10:47:39'), Timestamp('2022-06-24 18:20:44'), Timestamp('2022-06-24 18:20:44'), Timestamp('2022-06-24 18:20:44')]"
1,Cust_0095,"['P141', 'P117', 'P134', 'P104', 'P108', 'P132', 'P138']","['Electronics', 'Electronics', 'Apparel', 'Apparel', 'Grocery', 'Electronics', 'Home Goods']","[Timestamp('2022-03-18 16:32:07'), Timestamp('2022-03-18 16:32:07'), Timestamp('2022-03-18 16:32:07'), Timestamp('2022-04-25 17:49:13'), Timestamp('2022-04-25 17:49:13'), Timestamp('2022-04-25 17:49:13'), Timestamp('2022-04-25 17:49:13')]"
1,Cust_0097,"['P137', 'P147', 'P143', 'P132', 'P100', 'P131', 'P143', 'P117', 'P124', 'P104', 'P147', 'P141', 'P140', 'P131', 'P104', 'P104', 'P122', 'P115']","['Electronics', 'Grocery', 'Books', 'Electronics', 'Grocery', 'Grocery', 'Books', 'Electronics', 'Electronics', 'Apparel', 'Grocery', 'Electronics', 'Grocery', 'Grocery', 'Apparel', 'Apparel', 'Home Goods', 'Apparel']","[Timestamp('2022-01-27 20:06:26'), Timestamp('2022-01-27 20:06:26'), Timestamp('2022-01-27 20:06:26'), Timestamp('2022-01-27 20:06:26'), Timestamp('2022-01-31 15:23:13'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-02-24 17:48:00'), Timestamp('2022-05-26 13:51:22'), Timestamp('2022-05-26 13:51:22'), Timestamp('2022-06-22 20:50:28')]"
1,Cust_0099,['P118'],['Apparel'],[Timestamp('2022-06-16 15:22:11')]
