StoreID,Date,total_revenue,avg_transaction_value,transaction_count,unique_customers,unique_products,total_quantity,total_discounts,revenue_per_customer,items_per_transaction
1,2022-02-25,5585.33,180.17193548387095,31,8,22,62,97.89,698.16625,2.0
1,2022-02-26,4008.52,182.20545454545456,22,11,17,40,0.0,364.4109090909091,1.8181818181818181
1,2022-02-27,7521.27,208.92416666666668,36,13,25,74,69.14,578.5592307692308,2.0555555555555554
1,2022-02-28,3647.42,165.79181818181817,22,9,18,40,174.04999999999998,405.2688888888889,1.8181818181818181
1,2022-03-01,4126.77,242.75117647058826,17,7,11,36,37.67,589.5385714285715,2.1176470588235294
1,2022-03-02,2470.38,190.02923076923076,13,6,13,32,22.72,411.73,2.4615384615384617
1,2022-03-03,6729.21,192.26314285714287,35,9,24,62,25.580000000000002,747.69,1.7714285714285714
1,2022-03-04,3031.65,159.56052631578947,19,7,18,32,4.02,433.09285714285716,1.6842105263157894
1,2022-03-05,9723.75,183.46698113207546,53,17,31,103,260.69,571.9852941176471,1.9433962264150944
1,2022-03-06,3379.6800000000003,187.76000000000002,18,10,15,36,0.0,337.968,2.0
1,2022-03-07,3332.21,158.67666666666668,21,8,15,39,7.51,416.52625,1.8571428571428572
1,2022-03-08,4847.74,230.8447619047619,21,9,15,41,26.02,538.6377777777777,1.9523809523809523
1,2022-03-09,2284.55,175.7346153846154,13,5,12,22,54.0,456.91,1.6923076923076923
1,2022-03-10,3289.48,219.29866666666666,15,3,11,28,55.53,1096.4933333333333,1.8666666666666667
1,2022-03-11,3177.2000000000003,198.57500000000002,16,11,12,31,0.0,288.83636363636367,1.9375
1,2022-03-12,7832.27,191.0309756097561,41,18,29,80,54.17,435.12611111111113,1.951219512195122
1,2022-03-13,6178.48,220.66,28,11,21,61,81.53,561.68,2.1785714285714284
1,2022-03-14,2539.99,230.9081818181818,11,6,11,19,31.87,423.33166666666665,1.7272727272727273
1,2022-03-15,2282.0,190.16666666666666,12,6,11,26,24.19,380.3333333333333,2.1666666666666665
1,2022-03-16,2009.6499999999999,111.64722222222221,18,9,14,30,27.43,223.29444444444442,1.6666666666666667
1,2022-03-17,4320.02,227.36947368421056,19,8,14,41,0.0,540.0025,2.1578947368421053
1,2022-03-18,1742.98,290.49666666666667,6,3,6,12,7.75,580.9933333333333,2.0
1,2022-03-19,4788.08,145.09333333333333,33,11,23,59,125.35000000000001,435.28,1.7878787878787878
1,2022-03-20,5556.56,191.60551724137932,29,15,21,54,87.6,370.43733333333336,1.8620689655172413
1,2022-03-21,3676.46,193.4978947368421,19,8,16,41,51.89,459.5575,2.1578947368421053
1,2022-03-22,5280.31,203.08884615384616,26,13,19,52,129.29,406.1776923076923,2.0
1,2022-03-23,2532.05,211.0041666666667,12,5,11,25,4.75,506.41,2.0833333333333335
1,2022-03-24,4387.54,190.76260869565218,23,9,15,42,16.16,487.50444444444446,1.826086956521739
1,2022-03-25,4432.39,233.28368421052633,19,6,14,34,64.95,738.7316666666667,1.7894736842105263
1,2022-03-26,3566.81,198.1561111111111,18,9,12,36,41.4,396.3122222222222,2.0
1,2022-03-27,3424.0699999999997,155.63954545454544,22,9,14,41,27.28,380.4522222222222,1.8636363636363635
1,2022-03-28,3061.38,191.33625,16,8,12,38,58.29,382.6725,2.375
1,2022-03-29,2951.87,227.06692307692308,13,6,12,26,74.41,491.9783333333333,2.0
1,2022-03-30,2332.05,233.205,10,4,9,21,21.62,583.0125,2.1
1,2022-03-31,3323.95,174.94473684210524,19,9,15,36,18.73,369.3277777777778,1.894736842105263
1,2022-04-01,6581.39,219.37966666666668,30,10,23,61,44.26,658.139,2.033333333333333
1,2022-04-02,2497.25,208.10416666666666,12,9,8,25,12.62,277.47222222222223,2.0833333333333335
1,2022-04-03,4985.88,262.41473684210524,19,7,17,45,72.41,712.2685714285715,2.3684210526315788
1,2022-04-04,5909.92,184.685,32,10,22,62,109.10000000000001,590.992,1.9375
1,2022-04-05,1850.05,154.17083333333332,12,6,12,22,14.16,308.34166666666664,1.8333333333333333
1,2022-04-06,3189.5,167.8684210526316,19,6,15,40,0.0,531.5833333333334,2.1052631578947367
1,2022-04-07,4684.03,173.4825925925926,27,9,21,50,10.3,520.4477777777778,1.8518518518518519
1,2022-04-08,2185.31,121.4061111111111,18,7,15,31,26.470000000000002,312.1871428571429,1.7222222222222223
1,2022-04-09,7611.67,195.17102564102564,39,10,23,76,81.56,761.167,1.9487179487179487
1,2022-04-10,6627.54,200.83454545454546,33,15,24,65,134.82,441.836,1.9696969696969697
1,2022-04-11,5562.48,158.928,35,7,25,69,160.97,794.64,1.9714285714285715
1,2022-04-12,1738.56,133.73538461538462,13,6,12,21,0.0,289.76,1.6153846153846154
1,2022-04-13,3114.15,173.00833333333333,18,9,14,39,66.44,346.01666666666665,2.1666666666666665
1,2022-04-14,5733.5,220.51923076923077,26,8,19,61,70.44,716.6875,2.3461538461538463
1,2022-04-15,4683.31,212.8777272727273,22,8,17,51,97.86,585.41375,2.3181818181818183
1,2022-04-16,3906.15,169.83260869565217,23,11,17,42,60.94,355.1045454545455,1.826086956521739
1,2022-04-17,6763.83,169.09575,40,12,27,72,33.25,563.6525,1.8
1,2022-04-18,5805.11,207.32535714285714,28,12,21,60,136.07,483.75916666666666,2.142857142857143
1,2022-04-19,1614.77,201.84625,8,5,8,17,45.23,322.954,2.125
1,2022-04-20,5388.6,179.62,30,9,21,61,68.66,598.7333333333333,2.033333333333333
1,2022-04-21,3811.33,190.5665,20,6,15,44,68.22999999999999,635.2216666666667,2.2
1,2022-04-22,3188.84,177.1577777777778,18,8,14,34,69.06,398.605,1.8888888888888888
1,2022-04-23,4813.79,200.57458333333332,24,11,19,54,124.53999999999999,437.61727272727273,2.25
1,2022-04-24,6112.42,191.013125,32,11,21,63,68.06,555.6745454545454,1.96875
1,2022-04-25,3391.09,178.47842105263157,19,6,17,39,45.81999999999999,565.1816666666667,2.0526315789473686
1,2022-04-26,5798.36,187.04387096774192,31,13,22,63,144.48000000000002,446.0276923076923,2.032258064516129
1,2022-04-27,6800.89,158.16023255813954,43,11,30,81,68.07,618.2627272727273,1.8837209302325582
1,2022-04-28,2157.29,154.09214285714285,14,7,12,29,105.34,308.1842857142857,2.0714285714285716
1,2022-04-29,5380.0199999999995,224.1675,24,10,18,49,69.78,538.002,2.0416666666666665
1,2022-04-30,5146.42,190.60814814814816,27,10,19,52,162.41,514.642,1.9259259259259258
1,2022-05-01,4433.3,211.1095238095238,21,9,14,47,47.76,492.5888888888889,2.238095238095238
1,2022-05-02,3836.46,174.38454545454545,22,10,16,39,82.44999999999999,383.646,1.7727272727272727
1,2022-05-03,4029.31,161.1724,25,6,18,47,13.78,671.5516666666666,1.88
1,2022-05-04,3209.13,178.285,18,10,15,39,62.269999999999996,320.913,2.1666666666666665
1,2022-05-05,5727.14,168.44529411764708,34,9,22,71,10.74,636.348888888889,2.088235294117647
1,2022-05-06,4027.2799999999997,183.0581818181818,22,9,17,46,92.8,447.4755555555555,2.090909090909091
1,2022-05-07,5638.3,194.4241379310345,29,9,19,53,70.82,626.4777777777778,1.8275862068965518
1,2022-05-08,6088.31,184.49424242424243,33,11,20,75,13.89,553.4827272727273,2.272727272727273
1,2022-05-09,5454.76,147.42594594594595,37,13,21,68,24.86,419.5969230769231,1.837837837837838
1,2022-05-10,1457.24,242.87333333333333,6,3,5,12,106.52,485.74666666666667,2.0
1,2022-05-11,3511.4500000000003,234.0966666666667,15,7,12,30,38.3,501.6357142857143,2.0
1,2022-05-12,4542.05,206.4568181818182,22,8,17,46,5.54,567.75625,2.090909090909091
1,2022-05-13,4196.88,174.87,24,8,18,44,1.19,524.61,1.8333333333333333
1,2022-05-14,2606.0,200.46153846153845,13,6,12,23,57.14,434.3333333333333,1.7692307692307692
1,2022-05-15,5030.88,251.544,20,5,17,42,196.36,1006.176,2.1
1,2022-05-16,2523.32,210.27666666666667,12,7,11,23,40.43,360.4742857142857,1.9166666666666667
1,2022-05-17,5233.8,193.84444444444446,27,14,21,55,95.34,373.84285714285716,2.037037037037037
1,2022-05-18,8432.710000000001,205.6758536585366,41,10,25,87,286.34999999999997,843.2710000000001,2.1219512195121952
1,2022-05-19,5493.4800000000005,238.84695652173914,23,7,18,50,1.54,784.7828571428572,2.1739130434782608
1,2022-05-20,2452.1,175.15,14,5,11,31,35.48,490.41999999999996,2.2142857142857144
1,2022-05-21,6548.89,192.6144117647059,34,13,25,65,54.050000000000004,503.76076923076926,1.911764705882353
1,2022-05-22,5146.82,214.45083333333332,24,9,18,53,21.54,571.8688888888888,2.2083333333333335
1,2022-05-23,3813.63,165.81,23,10,17,45,81.67,381.363,1.9565217391304348
1,2022-05-24,2396.67,184.35923076923078,13,7,10,23,0.0,342.38142857142856,1.7692307692307692
1,2022-05-25,767.26,109.60857142857142,7,4,6,14,23.82,191.815,2.0
1,2022-05-26,3451.6200000000003,215.72625000000002,16,7,14,31,38.66,493.08857142857147,1.9375
1,2022-05-27,6921.76,216.305,32,15,21,64,165.67,461.4506666666667,2.0
1,2022-05-28,5731.96,154.91783783783785,37,18,24,69,15.799999999999999,318.4422222222222,1.864864864864865
1,2022-05-29,5271.78,229.20782608695652,23,14,16,48,66.8,376.55571428571426,2.0869565217391304
1,2022-05-30,2281.17,175.4746153846154,13,3,11,26,12.63,760.39,2.0
1,2022-05-31,2195.56,274.445,8,3,7,15,0.0,731.8533333333334,1.875
1,2022-06-01,1391.02,139.102,10,6,9,21,0.0,231.83666666666667,2.1
1,2022-06-02,3115.63,135.46217391304347,23,9,17,46,42.14,346.18111111111114,2.0
1,2022-06-03,4724.68,236.234,20,6,16,41,38.62,787.4466666666667,2.05
1,2022-06-04,6691.52,209.11,32,15,24,64,64.78999999999999,446.10133333333334,2.0
1,2022-06-05,3169.05,316.90500000000003,10,4,9,26,0.0,792.2625,2.6
1,2022-06-06,3067.61,161.45315789473685,19,8,16,37,38.02,383.45125,1.9473684210526316
1,2022-06-07,2652.49,132.62449999999998,20,10,14,37,31.43,265.24899999999997,1.85
1,2022-06-08,3839.28,182.82285714285715,21,6,14,41,114.25,639.88,1.9523809523809523
1,2022-06-09,2345.24,180.4030769230769,13,9,11,23,25.65,260.5822222222222,1.7692307692307692
1,2022-06-10,5392.82,234.4704347826087,23,7,19,52,44.18,770.4028571428571,2.260869565217391
1,2022-06-11,3504.19,233.61266666666668,15,9,12,31,0.0,389.3544444444444,2.066666666666667
1,2022-06-12,3001.78,176.57529411764708,17,10,12,32,22.75,300.178,1.8823529411764706
1,2022-06-13,1359.8200000000002,123.62000000000002,11,5,10,17,0.0,271.96400000000006,1.5454545454545454
1,2022-06-14,3015.73,137.07863636363638,22,7,17,37,43.660000000000004,430.81857142857143,1.6818181818181819
1,2022-06-15,3359.5,209.96875,16,7,16,34,109.71000000000001,479.92857142857144,2.125
1,2022-06-16,1908.21,272.6014285714286,7,4,6,14,115.27000000000001,477.0525,2.0
1,2022-06-17,2753.1,161.9470588235294,17,6,16,30,7.18,458.84999999999997,1.7647058823529411
1,2022-06-18,7029.12,219.66,32,15,24,66,127.35000000000001,468.608,2.0625
1,2022-06-19,5142.99,223.6082608695652,23,6,18,46,96.88999999999999,857.165,2.0
1,2022-06-20,3370.69,198.27588235294118,17,6,13,35,178.44,561.7816666666666,2.0588235294117645
1,2022-06-21,4503.3099999999995,204.69590909090905,22,8,19,41,15.07,562.9137499999999,1.8636363636363635
1,2022-06-22,3775.15,209.73055555555555,18,8,16,35,62.36,471.89375,1.9444444444444444
1,2022-06-23,3142.35,314.235,10,4,8,24,39.28,785.5875,2.4
1,2022-06-24,3069.5,153.475,20,6,17,41,70.28999999999999,511.5833333333333,2.05
1,2022-06-25,2001.21,142.94357142857143,14,5,11,22,7.92,400.242,1.5714285714285714
1,2022-06-26,3300.05,150.00227272727273,22,13,17,43,9.05,253.85000000000002,1.9545454545454546
1,2022-06-27,1406.0,156.22222222222223,9,4,8,15,83.83,351.5,1.6666666666666667
1,2022-06-28,4323.99,216.1995,20,8,14,37,62.269999999999996,540.49875,1.85
1,2022-06-29,5973.25,192.68548387096774,31,11,22,56,19.42,543.0227272727273,1.8064516129032258
1,2022-06-30,3427.51,163.21476190476193,21,7,16,37,5.37,489.64428571428573,1.7619047619047619
2,2022-01-01,12407.68,196.94730158730158,63,20,27,133,58.34,620.384,2.111111111111111
2,2022-01-02,8714.52,170.8729411764706,51,21,33,96,205.68,414.9771428571429,1.8823529411764706
2,2022-01-03,3659.43,281.4946153846154,13,7,13,34,124.66,522.7757142857142,2.6153846153846154
2,2022-01-04,5417.8,186.82068965517243,29,9,17,59,46.65,601.9777777777778,2.0344827586206895
2,2022-01-05,4547.52,168.42666666666668,27,10,20,51,55.91,454.75200000000007,1.8888888888888888
2,2022-01-06,4946.04,164.868,30,11,17,55,114.98,449.64,1.8333333333333333
2,2022-01-07,5397.98,186.13724137931032,29,15,19,57,68.02000000000001,359.8653333333333,1.9655172413793103
2,2022-01-08,10396.1,192.5203703703704,54,16,29,114,197.58,649.75625,2.111111111111111
2,2022-01-09,9255.98,192.83291666666665,48,21,28,93,105.61,440.76095238095235,1.9375
2,2022-01-10,6484.200000000001,180.11666666666667,36,14,23,69,295.11,463.1571428571429,1.9166666666666667
2,2022-01-11,3234.3,140.6217391304348,23,10,17,44,45.25,323.43,1.9130434782608696
2,2022-01-12,2395.19,184.2453846153846,13,7,10,33,31.990000000000002,342.17,2.5384615384615383
2,2022-01-13,3369.38,198.19882352941178,17,7,14,37,13.48,481.34000000000003,2.176470588235294
2,2022-01-14,5664.38,182.72193548387096,31,18,23,63,98.61,314.6877777777778,2.032258064516129
2,2022-01-15,5653.14,171.30727272727273,33,14,20,66,102.75,403.7957142857143,2.0
2,2022-01-16,4872.11,147.63969696969696,33,14,24,66,85.18,348.0078571428571,2.0
2,2022-01-17,9741.82,226.5539534883721,43,14,28,86,66.84,695.8442857142857,2.0
2,2022-01-18,7503.09,197.44973684210527,38,12,26,75,168.2,625.2575,1.9736842105263157
2,2022-01-19,12030.69,235.8958823529412,51,16,29,112,75.68,751.918125,2.196078431372549
2,2022-01-20,4339.88,197.26727272727274,22,11,16,43,0.0,394.5345454545455,1.9545454545454546
2,2022-01-21,9048.73,205.65295454545455,44,17,28,92,87.44,532.2782352941176,2.090909090909091
2,2022-01-22,6774.07,169.35174999999998,40,12,28,83,66.02,564.5058333333333,2.075
2,2022-01-23,4221.88,168.8752,25,12,18,52,51.75,351.8233333333333,2.08
2,2022-01-24,5915.28,203.9751724137931,29,15,22,62,122.77000000000001,394.352,2.1379310344827585
2,2022-01-25,6540.34,181.6761111111111,36,13,22,74,34.9,503.1030769230769,2.0555555555555554
2,2022-01-26,5291.85,188.99464285714288,28,15,21,58,26.56,352.79,2.0714285714285716
2,2022-01-27,4556.69,162.73892857142854,28,8,17,50,12.84,569.58625,1.7857142857142858
2,2022-01-28,4934.9400000000005,164.49800000000002,30,14,22,65,16.89,352.4957142857143,2.1666666666666665
2,2022-01-29,5808.47,165.9562857142857,35,15,22,68,60.440000000000005,387.23133333333334,1.9428571428571428
2,2022-01-30,3647.69,173.6995238095238,21,10,16,42,36.81999999999999,364.769,2.0
2,2022-01-31,6273.12,169.5437837837838,37,13,24,70,112.02,482.5476923076923,1.8918918918918919
2,2022-02-01,2337.43,116.8715,20,12,14,34,27.68,194.78583333333333,1.7
2,2022-02-02,5965.7699999999995,170.4505714285714,35,12,22,69,18.15,497.1475,1.9714285714285715
2,2022-02-03,4050.73,155.7973076923077,26,12,20,52,68.67,337.56083333333333,2.0
2,2022-02-04,4710.28,188.41119999999998,25,10,19,56,80.06,471.02799999999996,2.24
2,2022-02-05,3097.92,238.30153846153846,13,7,10,26,0.0,442.56,2.0
2,2022-02-06,8157.53,145.67017857142858,56,20,28,98,119.0,407.87649999999996,1.75
2,2022-02-07,3516.28,167.44190476190477,21,7,18,42,1.48,502.3257142857143,2.0
2,2022-02-08,1737.5100000000002,248.2157142857143,7,4,6,16,120.4,434.37750000000005,2.2857142857142856
2,2022-02-09,4765.349999999999,190.61399999999998,25,9,16,48,82.74,529.4833333333332,1.92
2,2022-02-10,7479.26,207.75722222222223,36,10,21,77,22.43,747.926,2.138888888888889
2,2022-02-11,3062.38,180.14000000000001,17,10,13,34,47.129999999999995,306.238,2.0
2,2022-02-12,7642.36,186.39902439024388,41,14,29,77,147.6,545.8828571428571,1.8780487804878048
2,2022-02-13,10200.26,242.86333333333334,42,17,25,99,117.77000000000001,600.015294117647,2.357142857142857
2,2022-02-14,5815.08,242.295,24,12,18,52,93.28,484.59,2.1666666666666665
2,2022-02-15,7793.6,194.84,40,14,24,79,192.47,556.6857142857143,1.975
2,2022-02-16,2804.83,155.8238888888889,18,8,15,33,0.0,350.60375,1.8333333333333333
2,2022-02-17,2680.91,206.22384615384615,13,6,12,24,0.0,446.8183333333333,1.8461538461538463
2,2022-02-18,7733.15,193.32874999999999,40,14,22,83,123.13,552.3678571428571,2.075
2,2022-02-19,8809.24,200.21,44,13,26,91,118.02,677.6338461538461,2.0681818181818183
2,2022-02-20,10158.43,188.1190740740741,54,19,30,117,70.81,534.6542105263158,2.1666666666666665
2,2022-02-21,6828.9,189.69166666666666,36,13,25,75,109.28,525.3,2.0833333333333335
2,2022-02-22,6054.49,178.07323529411764,34,12,21,65,85.51,504.5408333333333,1.911764705882353
2,2022-02-23,3847.3399999999997,147.97461538461536,26,11,23,47,64.72,349.7581818181818,1.8076923076923077
2,2022-02-24,5239.06,180.65724137931036,29,12,23,61,69.93,436.58833333333337,2.103448275862069
2,2022-02-25,5510.17,177.7474193548387,31,14,18,65,113.56,393.5835714285714,2.096774193548387
2,2022-02-26,8442.3,168.84599999999998,50,18,25,102,96.28,469.01666666666665,2.04
2,2022-02-27,6344.95,198.2796875,32,16,22,66,1.22,396.559375,2.0625
2,2022-02-28,5562.58,198.66357142857143,28,11,19,52,41.64,505.6890909090909,1.8571428571428572
2,2022-03-01,5466.88,182.22933333333333,30,12,20,58,75.8,455.5733333333333,1.9333333333333333
2,2022-03-02,3740.56,170.02545454545455,22,8,15,38,78.56,467.57,1.7272727272727273
2,2022-03-03,9084.33,201.874,45,18,22,89,111.74,504.685,1.9777777777777779
2,2022-03-04,5645.1,152.57027027027027,37,14,21,80,0.0,403.2214285714286,2.1621621621621623
2,2022-03-05,3317.77,174.61947368421053,19,14,12,38,0.0,236.98357142857142,2.0
2,2022-03-06,6717.99,186.61083333333332,36,17,25,67,19.89,395.1758823529412,1.8611111111111112
2,2022-03-07,4300.94,215.04699999999997,20,8,15,44,24.88,537.6175,2.2
2,2022-03-08,5649.28,141.232,40,13,27,68,87.66,434.56,1.7
2,2022-03-09,4029.26,201.46300000000002,20,11,13,38,9.49,366.29636363636365,1.9
2,2022-03-10,6685.08,185.69666666666666,36,11,25,69,63.14,607.7345454545455,1.9166666666666667
2,2022-03-11,5621.38,208.19925925925926,27,9,22,55,41.73,624.5977777777778,2.037037037037037
2,2022-03-12,7436.59,212.47400000000002,35,18,23,76,10.44,413.1438888888889,2.1714285714285713
2,2022-03-13,3837.88,166.86434782608697,23,11,16,49,3.81,348.89818181818185,2.130434782608696
2,2022-03-14,2189.5,168.42307692307693,13,9,10,22,169.5,243.27777777777777,1.6923076923076923
2,2022-03-15,9509.74,190.1948,50,13,29,99,179.04000000000002,731.5184615384616,1.98
2,2022-03-16,4681.81,260.10055555555556,18,9,13,43,94.08,520.2011111111111,2.388888888888889
2,2022-03-17,4533.96,197.12869565217392,23,13,19,44,72.13,348.7661538461538,1.9130434782608696
2,2022-03-18,7826.7,200.68461538461537,39,12,27,80,124.18,652.225,2.051282051282051
2,2022-03-19,7744.23,209.3035135135135,37,16,21,73,238.63,484.014375,1.972972972972973
2,2022-03-20,4356.42,128.13,34,14,19,68,19.39,311.17285714285714,2.0
2,2022-03-21,4093.9900000000002,186.09045454545455,22,9,19,38,115.63,454.8877777777778,1.7272727272727273
2,2022-03-22,2048.08,128.005,16,9,12,31,28.08,227.56444444444443,1.9375
2,2022-03-23,3678.14,159.9191304347826,23,10,16,40,21.98,367.81399999999996,1.7391304347826086
2,2022-03-24,4785.85,191.43400000000003,25,15,20,49,45.58,319.0566666666667,1.96
2,2022-03-25,4227.72,162.60461538461539,26,9,21,52,68.64,469.74666666666667,2.0
2,2022-03-26,2404.61,160.30733333333333,15,10,10,33,45.34,240.461,2.2
2,2022-03-27,9907.6,220.1688888888889,45,12,26,86,173.03,825.6333333333333,1.9111111111111112
2,2022-03-28,2723.34,123.78818181818183,22,11,15,35,77.66,247.57636363636365,1.5909090909090908
2,2022-03-29,2611.44,200.88,13,4,10,28,7.57,652.86,2.1538461538461537
2,2022-03-30,5761.32,192.04399999999998,30,15,18,58,28.47,384.08799999999997,1.9333333333333333
2,2022-03-31,5509.25,183.64166666666668,30,13,22,63,12.86,423.78846153846155,2.1
2,2022-04-01,5237.79,261.8895,20,7,18,48,85.73,748.2557142857142,2.4
2,2022-04-02,6685.85,185.71805555555557,36,20,24,73,180.19,334.2925,2.0277777777777777
2,2022-04-03,7427.83,212.2237142857143,35,18,24,71,24.87,412.65722222222223,2.0285714285714285
2,2022-04-04,10411.92,204.15529411764706,51,18,29,99,182.29,578.44,1.9411764705882353
2,2022-04-05,6734.280000000001,177.2178947368421,38,16,22,70,43.86,420.89250000000004,1.8421052631578947
2,2022-04-06,5456.27,218.25080000000003,25,15,17,57,49.45,363.7513333333334,2.28
2,2022-04-07,3371.66,146.59391304347827,23,10,15,42,6.21,337.166,1.826086956521739
2,2022-04-08,9143.4,223.00975609756097,41,13,26,83,172.9,703.3384615384615,2.024390243902439
2,2022-04-09,4080.55,140.7086206896552,29,15,20,57,13.66,272.0366666666667,1.9655172413793103
2,2022-04-10,9904.41,190.46942307692308,52,16,26,113,121.52,619.025625,2.173076923076923
2,2022-04-11,4589.19,241.53631578947366,19,9,13,40,0.0,509.90999999999997,2.1052631578947367
2,2022-04-12,6044.07,215.85964285714286,28,9,19,66,151.12,671.5633333333333,2.357142857142857
2,2022-04-13,6854.7,236.36896551724138,29,11,19,59,104.21000000000001,623.1545454545454,2.0344827586206895
2,2022-04-14,6416.17,229.14892857142857,28,11,23,61,47.76,583.2881818181818,2.1785714285714284
2,2022-04-15,8272.3,192.37906976744185,43,16,23,80,9.47,517.01875,1.8604651162790697
2,2022-04-16,8686.25,180.96354166666666,48,15,28,90,162.89,579.0833333333334,1.875
