StoreID,TransactionID,ProductID,ProductName,ProductCategory
1,10313,"['P100', 'P122', 'P130', 'P107']","['Product P100', 'Product P122', 'Product P130', 'Product P107']","['Grocery', 'Home Goods', 'Electronics', 'Electronics']"
1,10314,"['P115', 'P109']","['Product P115', 'Product P109']","['Apparel', 'Books']"
1,10315,['P103'],['Product P103'],['Electronics']
1,10316,"['P106', 'P100', 'P110', 'P105', 'P147']","['Product P106', 'Product P100', 'Product P110', 'Product P105', 'Product P147']","['Books', 'Grocery', 'Books', 'Electronics', 'Grocery']"
1,10317,['P139'],['Product P139'],['Grocery']
1,10318,"['P138', 'P119']","['Product P138', 'Product P119']","['Home Goods', 'Books']"
1,10379,"['P104', 'P112', 'P105']","['Product P104', 'Product P112', 'Product P105']","['Apparel', 'Home Goods', 'Electronics']"
1,10380,['P144'],['Product P144'],['Grocery']
1,10381,"['P127', 'P123', 'P105']","['Product P127', 'Product P123', 'Product P105']","['Books', 'Books', 'Electronics']"
1,10382,['P144'],['Product P144'],['Grocery']
1,10383,['P100'],['Product P100'],['Grocery']
1,10471,"['P123', 'P107']","['Product P123', 'Product P107']","['Books', 'Electronics']"
1,10472,"['P115', 'P136', 'P138', 'P143', 'P120', 'P140']","['Product P115', 'Product P136', 'Product P138', 'Product P143', 'Product P120', 'Product P140']","['Apparel', 'Books', 'Home Goods', 'Books', 'Electronics', 'Grocery']"
1,10473,['P138'],['Product P138'],['Home Goods']
1,10474,"['P109', 'P127', 'P129', 'P141', 'P127', 'P103']","['Product P109', 'Product P127', 'Product P129', 'Product P141', 'Product P127', 'Product P103']","['Books', 'Books', 'Electronics', 'Electronics', 'Books', 'Electronics']"
1,10475,"['P111', 'P106', 'P102', 'P100', 'P117']","['Product P111', 'Product P106', 'Product P102', 'Product P100', 'Product P117']","['Electronics', 'Books', 'Electronics', 'Grocery', 'Electronics']"
1,10476,['P108'],['Product P108'],['Grocery']
1,10477,['P132'],['Product P132'],['Electronics']
1,10478,"['P126', 'P108']","['Product P126', 'Product P108']","['Electronics', 'Grocery']"
1,10479,['P136'],['Product P136'],['Books']
1,10480,['P119'],['Product P119'],['Books']
1,10538,['P102'],['Product P102'],['Electronics']
1,10539,"['P122', 'P112']","['Product P122', 'Product P112']","['Home Goods', 'Home Goods']"
1,10540,"['P145', 'P143', 'P132', 'P100', 'P106']","['Product P145', 'Product P143', 'Product P132', 'Product P100', 'Product P106']","['Grocery', 'Books', 'Electronics', 'Grocery', 'Books']"
1,10613,['P138'],['Product P138'],['Home Goods']
1,10614,['P149'],['Product P149'],['Apparel']
1,10615,"['P110', 'P126', 'P132', 'P135', 'P105', 'P131', 'P123', 'P119']","['Product P110', 'Product P126', 'Product P132', 'Product P135', 'Product P105', 'Product P131', 'Product P123', 'Product P119']","['Books', 'Electronics', 'Electronics', 'Home Goods', 'Electronics', 'Grocery', 'Books', 'Books']"
1,10616,['P132'],['Product P132'],['Electronics']
1,10617,"['P144', 'P142', 'P119', 'P140', 'P100']","['Product P144', 'Product P142', 'Product P119', 'Product P140', 'Product P100']","['Grocery', 'Apparel', 'Books', 'Grocery', 'Grocery']"
1,10618,['P126'],['Product P126'],['Electronics']
1,10619,['P144'],['Product P144'],['Grocery']
1,10620,['P147'],['Product P147'],['Grocery']
1,10621,"['P122', 'P106']","['Product P122', 'Product P106']","['Home Goods', 'Books']"
1,10622,"['P139', 'P100']","['Product P139', 'Product P100']","['Grocery', 'Grocery']"
1,10623,"['P101', 'P136']","['Product P101', 'Product P136']","['Grocery', 'Books']"
1,10723,"['P139', 'P129']","['Product P139', 'Product P129']","['Grocery', 'Electronics']"
1,10724,['P105'],['Product P105'],['Electronics']
1,10725,['P132'],['Product P132'],['Electronics']
1,10726,"['P117', 'P105', 'P132']","['Product P117', 'Product P105', 'Product P132']","['Electronics', 'Electronics', 'Electronics']"
1,10727,['P144'],['Product P144'],['Grocery']
1,10728,['P143'],['Product P143'],['Books']
1,10729,"['P117', 'P108']","['Product P117', 'Product P108']","['Electronics', 'Grocery']"
1,10730,"['P147', 'P130', 'P124', 'P120']","['Product P147', 'Product P130', 'Product P124', 'Product P120']","['Grocery', 'Electronics', 'Electronics', 'Electronics']"
1,10731,['P149'],['Product P149'],['Apparel']
1,10732,"['P147', 'P143', 'P142']","['Product P147', 'Product P143', 'Product P142']","['Grocery', 'Books', 'Apparel']"
1,10733,['P105'],['Product P105'],['Electronics']
1,10734,"['P103', 'P132', 'P129']","['Product P103', 'Product P132', 'Product P129']","['Electronics', 'Electronics', 'Electronics']"
1,10735,"['P117', 'P120', 'P103', 'P103']","['Product P117', 'Product P120', 'Product P103', 'Product P103']","['Electronics', 'Electronics', 'Electronics', 'Electronics']"
1,10736,['P143'],['Product P143'],['Books']
1,10737,['P145'],['Product P145'],['Grocery']
1,10738,"['P144', 'P108']","['Product P144', 'Product P108']","['Grocery', 'Grocery']"
1,10852,"['P149', 'P147', 'P130']","['Product P149', 'Product P147', 'Product P130']","['Apparel', 'Grocery', 'Electronics']"
1,10853,"['P113', 'P122', 'P118']","['Product P113', 'Product P122', 'Product P118']","['Electronics', 'Home Goods', 'Apparel']"
1,10854,"['P132', 'P140', 'P114', 'P147', 'P124', 'P144', 'P108', 'P140', 'P108', 'P118']","['Product P132', 'Product P140', 'Product P114', 'Product P147', 'Product P124', 'Product P144', 'Product P108', 'Product P140', 'Product P108', 'Product P118']","['Electronics', 'Grocery', 'Apparel', 'Grocery', 'Electronics', 'Grocery', 'Grocery', 'Grocery', 'Grocery', 'Apparel']"
1,10855,['P109'],['Product P109'],['Books']
1,10856,"['P101', 'P121', 'P117', 'P103', 'P112']","['Product P101', 'Product P121', 'Product P117', 'Product P103', 'Product P112']","['Grocery', 'Grocery', 'Electronics', 'Electronics', 'Home Goods']"
1,10857,['P136'],['Product P136'],['Books']
1,10858,"['P119', 'P137']","['Product P119', 'Product P137']","['Books', 'Electronics']"
1,10859,"['P138', 'P130', 'P112', 'P115', 'P114', 'P117', 'P135']","['Product P138', 'Product P130', 'Product P112', 'Product P115', 'Product P114', 'Product P117', 'Product P135']","['Home Goods', 'Electronics', 'Home Goods', 'Apparel', 'Apparel', 'Electronics', 'Home Goods']"
1,10928,['P117'],['Product P117'],['Electronics']
1,10929,"['P105', 'P132']","['Product P105', 'Product P132']","['Electronics', 'Electronics']"
1,10930,['P131'],['Product P131'],['Grocery']
1,10931,['P108'],['Product P108'],['Grocery']
1,10932,['P144'],['Product P144'],['Grocery']
1,10933,"['P130', 'P127', 'P124', 'P140', 'P120']","['Product P130', 'Product P127', 'Product P124', 'Product P140', 'Product P120']","['Electronics', 'Books', 'Electronics', 'Grocery', 'Electronics']"
1,10996,"['P124', 'P127', 'P124']","['Product P124', 'Product P127', 'Product P124']","['Electronics', 'Books', 'Electronics']"
1,10997,"['P132', 'P142', 'P108', 'P127', 'P124', 'P120']","['Product P132', 'Product P142', 'Product P108', 'Product P127', 'Product P124', 'Product P120']","['Electronics', 'Apparel', 'Grocery', 'Books', 'Electronics', 'Electronics']"
1,11056,"['P106', 'P117', 'P103']","['Product P106', 'Product P117', 'Product P103']","['Books', 'Electronics', 'Electronics']"
1,11057,"['P143', 'P111']","['Product P143', 'Product P111']","['Books', 'Electronics']"
1,11058,"['P104', 'P126']","['Product P104', 'Product P126']","['Apparel', 'Electronics']"
1,11059,['P103'],['Product P103'],['Electronics']
1,11060,"['P115', 'P130', 'P147']","['Product P115', 'Product P130', 'Product P147']","['Apparel', 'Electronics', 'Grocery']"
1,11061,['P103'],['Product P103'],['Electronics']
1,11062,"['P115', 'P122', 'P130', 'P132', 'P145', 'P112']","['Product P115', 'Product P122', 'Product P130', 'Product P132', 'Product P145', 'Product P112']","['Apparel', 'Home Goods', 'Electronics', 'Electronics', 'Grocery', 'Home Goods']"
1,11134,['P126'],['Product P126'],['Electronics']
1,11135,"['P119', 'P117']","['Product P119', 'Product P117']","['Books', 'Electronics']"
1,11136,"['P125', 'P100', 'P104']","['Product P125', 'Product P100', 'Product P104']","['Electronics', 'Grocery', 'Apparel']"
1,11137,['P110'],['Product P110'],['Books']
1,11138,"['P100', 'P125', 'P117']","['Product P100', 'Product P125', 'Product P117']","['Grocery', 'Electronics', 'Electronics']"
1,11139,"['P110', 'P139']","['Product P110', 'Product P139']","['Books', 'Grocery']"
1,11140,"['P118', 'P149', 'P103', 'P123']","['Product P118', 'Product P149', 'Product P103', 'Product P123']","['Apparel', 'Apparel', 'Electronics', 'Books']"
1,11141,"['P119', 'P141']","['Product P119', 'Product P141']","['Books', 'Electronics']"
1,11219,['P143'],['Product P143'],['Books']
1,11220,"['P111', 'P132', 'P100']","['Product P111', 'Product P132', 'Product P100']","['Electronics', 'Electronics', 'Grocery']"
1,11221,"['P109', 'P103', 'P113', 'P112']","['Product P109', 'Product P103', 'Product P113', 'Product P112']","['Books', 'Electronics', 'Electronics', 'Home Goods']"
1,11222,"['P129', 'P124', 'P107', 'P115', 'P132', 'P147']","['Product P129', 'Product P124', 'Product P107', 'Product P115', 'Product P132', 'Product P147']","['Electronics', 'Electronics', 'Electronics', 'Apparel', 'Electronics', 'Grocery']"
1,11223,"['P115', 'P143', 'P106', 'P132', 'P148']","['Product P115', 'Product P143', 'Product P106', 'Product P132', 'Product P148']","['Apparel', 'Books', 'Books', 'Electronics', 'Books']"
1,11224,"['P111', 'P147', 'P119', 'P100']","['Product P111', 'Product P147', 'Product P119', 'Product P100']","['Electronics', 'Grocery', 'Books', 'Grocery']"
1,11225,['P117'],['Product P117'],['Electronics']
1,11226,"['P112', 'P145', 'P110', 'P124']","['Product P112', 'Product P145', 'Product P110', 'Product P124']","['Home Goods', 'Grocery', 'Books', 'Electronics']"
1,11227,"['P112', 'P108', 'P135', 'P144']","['Product P112', 'Product P108', 'Product P135', 'Product P144']","['Home Goods', 'Grocery', 'Home Goods', 'Grocery']"
1,11228,['P147'],['Product P147'],['Grocery']
1,11229,"['P114', 'P122', 'P149', 'P106', 'P113', 'P112']","['Product P114', 'Product P122', 'Product P149', 'Product P106', 'Product P113', 'Product P112']","['Apparel', 'Home Goods', 'Apparel', 'Books', 'Electronics', 'Home Goods']"
1,11333,['P139'],['Product P139'],['Grocery']
1,11334,"['P141', 'P132']","['Product P141', 'Product P132']","['Electronics', 'Electronics']"
1,11335,['P104'],['Product P104'],['Apparel']
1,11336,"['P139', 'P147', 'P131', 'P139', 'P119', 'P123']","['Product P139', 'Product P147', 'Product P131', 'Product P139', 'Product P119', 'Product P123']","['Grocery', 'Grocery', 'Grocery', 'Grocery', 'Books', 'Books']"
1,11337,"['P138', 'P145', 'P117', 'P124', 'P125']","['Product P138', 'Product P145', 'Product P117', 'Product P124', 'Product P125']","['Home Goods', 'Grocery', 'Electronics', 'Electronics', 'Electronics']"
1,11338,"['P100', 'P144', 'P127', 'P147']","['Product P100', 'Product P144', 'Product P127', 'Product P147']","['Grocery', 'Grocery', 'Books', 'Grocery']"
1,11339,"['P147', 'P106']","['Product P147', 'Product P106']","['Grocery', 'Books']"
1,11340,"['P145', 'P138']","['Product P145', 'Product P138']","['Grocery', 'Home Goods']"
1,11434,"['P126', 'P122']","['Product P126', 'Product P122']","['Electronics', 'Home Goods']"
1,11435,['P107'],['Product P107'],['Electronics']
1,11436,['P119'],['Product P119'],['Books']
1,11437,"['P147', 'P138', 'P135', 'P141', 'P124', 'P105', 'P108', 'P137', 'P108']","['Product P147', 'Product P138', 'Product P135', 'Product P141', 'Product P124', 'Product P105', 'Product P108', 'Product P137', 'Product P108']","['Grocery', 'Home Goods', 'Home Goods', 'Electronics', 'Electronics', 'Electronics', 'Grocery', 'Electronics', 'Grocery']"
1,11438,"['P118', 'P135']","['Product P118', 'Product P135']","['Apparel', 'Home Goods']"
1,11439,"['P106', 'P149']","['Product P106', 'Product P149']","['Books', 'Apparel']"
1,11440,"['P115', 'P114', 'P115']","['Product P115', 'Product P114', 'Product P115']","['Apparel', 'Apparel', 'Apparel']"
1,11441,['P104'],['Product P104'],['Apparel']
1,11510,"['P144', 'P124']","['Product P144', 'Product P124']","['Grocery', 'Electronics']"
1,11511,"['P139', 'P147', 'P122']","['Product P139', 'Product P147', 'Product P122']","['Grocery', 'Grocery', 'Home Goods']"
1,11512,['P132'],['Product P132'],['Electronics']
1,11513,['P117'],['Product P117'],['Electronics']
1,11514,['P148'],['Product P148'],['Books']
1,11515,['P148'],['Product P148'],['Books']
1,11516,"['P130', 'P104']","['Product P130', 'Product P104']","['Electronics', 'Apparel']"
1,11517,"['P111', 'P109', 'P104', 'P113', 'P142', 'P119']","['Product P111', 'Product P109', 'Product P104', 'Product P113', 'Product P142', 'Product P119']","['Electronics', 'Books', 'Apparel', 'Electronics', 'Apparel', 'Books']"
1,11518,"['P121', 'P145', 'P149', 'P135', 'P140', 'P149']","['Product P121', 'Product P145', 'Product P149', 'Product P135', 'Product P140', 'Product P149']","['Grocery', 'Grocery', 'Apparel', 'Home Goods', 'Grocery', 'Apparel']"
1,11519,"['P126', 'P120']","['Product P126', 'Product P120']","['Electronics', 'Electronics']"
1,11580,['P149'],['Product P149'],['Apparel']
1,11581,"['P108', 'P117']","['Product P108', 'Product P117']","['Grocery', 'Electronics']"
1,11582,"['P120', 'P121']","['Product P120', 'Product P121']","['Electronics', 'Grocery']"
1,11583,"['P149', 'P147', 'P132', 'P103', 'P143', 'P145']","['Product P149', 'Product P147', 'Product P132', 'Product P103', 'Product P143', 'Product P145']","['Apparel', 'Grocery', 'Electronics', 'Electronics', 'Books', 'Grocery']"
1,11584,"['P141', 'P139', 'P149', 'P122', 'P108', 'P132', 'P119']","['Product P141', 'Product P139', 'Product P149', 'Product P122', 'Product P108', 'Product P132', 'Product P119']","['Electronics', 'Grocery', 'Apparel', 'Home Goods', 'Grocery', 'Electronics', 'Books']"
1,11585,"['P105', 'P123', 'P138', 'P109']","['Product P105', 'Product P123', 'Product P138', 'Product P109']","['Electronics', 'Books', 'Home Goods', 'Books']"
1,11586,"['P139', 'P147']","['Product P139', 'Product P147']","['Grocery', 'Grocery']"
1,11587,"['P105', 'P131']","['Product P105', 'Product P131']","['Electronics', 'Grocery']"
1,11588,['P140'],['Product P140'],['Grocery']
1,11589,['P104'],['Product P104'],['Apparel']
1,11659,['P138'],['Product P138'],['Home Goods']
1,11660,"['P125', 'P132', 'P118']","['Product P125', 'Product P132', 'Product P118']","['Electronics', 'Electronics', 'Apparel']"
1,11661,"['P138', 'P147', 'P130', 'P122', 'P100']","['Product P138', 'Product P147', 'Product P130', 'Product P122', 'Product P100']","['Home Goods', 'Grocery', 'Electronics', 'Home Goods', 'Grocery']"
1,11662,['P143'],['Product P143'],['Books']
1,11663,['P115'],['Product P115'],['Apparel']
1,11731,"['P129', 'P147']","['Product P129', 'Product P147']","['Electronics', 'Grocery']"
1,11732,"['P149', 'P136', 'P105', 'P106']","['Product P149', 'Product P136', 'Product P105', 'Product P106']","['Apparel', 'Books', 'Electronics', 'Books']"
1,11733,"['P125', 'P127', 'P112']","['Product P125', 'Product P127', 'Product P112']","['Electronics', 'Books', 'Home Goods']"
1,11734,['P130'],['Product P130'],['Electronics']
1,11735,"['P140', 'P127', 'P110']","['Product P140', 'Product P127', 'Product P110']","['Grocery', 'Books', 'Books']"
1,11736,['P123'],['Product P123'],['Books']
1,11737,"['P133', 'P131']","['Product P133', 'Product P131']","['Books', 'Grocery']"
1,11805,"['P117', 'P100', 'P103']","['Product P117', 'Product P100', 'Product P103']","['Electronics', 'Grocery', 'Electronics']"
1,11806,"['P143', 'P108', 'P138', 'P122', 'P119', 'P144', 'P108', 'P115', 'P143']","['Product P143', 'Product P108', 'Product P138', 'Product P122', 'Product P119', 'Product P144', 'Product P108', 'Product P115', 'Product P143']","['Books', 'Grocery', 'Home Goods', 'Home Goods', 'Books', 'Grocery', 'Grocery', 'Apparel', 'Books']"
1,11807,"['P147', 'P126', 'P144', 'P117']","['Product P147', 'Product P126', 'Product P144', 'Product P117']","['Grocery', 'Electronics', 'Grocery', 'Electronics']"
1,11808,"['P103', 'P112']","['Product P103', 'Product P112']","['Electronics', 'Home Goods']"
1,11809,"['P104', 'P104']","['Product P104', 'Product P104']","['Apparel', 'Apparel']"
1,11810,"['P110', 'P140', 'P141', 'P106']","['Product P110', 'Product P140', 'Product P141', 'Product P106']","['Books', 'Grocery', 'Electronics', 'Books']"
1,11811,['P141'],['Product P141'],['Electronics']
1,11812,"['P110', 'P108']","['Product P110', 'Product P108']","['Books', 'Grocery']"
1,11813,['P124'],['Product P124'],['Electronics']
1,11814,"['P139', 'P143', 'P140']","['Product P139', 'Product P143', 'Product P140']","['Grocery', 'Books', 'Grocery']"
1,11815,"['P104', 'P141']","['Product P104', 'Product P141']","['Apparel', 'Electronics']"
1,11918,['P141'],['Product P141'],['Electronics']
1,11919,['P103'],['Product P103'],['Electronics']
1,11920,"['P139', 'P121', 'P134', 'P102']","['Product P139', 'Product P121', 'Product P134', 'Product P102']","['Grocery', 'Grocery', 'Apparel', 'Electronics']"
1,11921,['P115'],['Product P115'],['Apparel']
1,11922,['P127'],['Product P127'],['Books']
1,11923,"['P149', 'P104']","['Product P149', 'Product P104']","['Apparel', 'Apparel']"
1,11924,"['P102', 'P127', 'P115', 'P102', 'P114', 'P110']","['Product P102', 'Product P127', 'Product P115', 'Product P102', 'Product P114', 'Product P110']","['Electronics', 'Books', 'Apparel', 'Electronics', 'Apparel', 'Books']"
1,11925,"['P140', 'P127']","['Product P140', 'Product P127']","['Grocery', 'Books']"
1,11926,"['P100', 'P118', 'P143', 'P117']","['Product P100', 'Product P118', 'Product P143', 'Product P117']","['Grocery', 'Apparel', 'Books', 'Electronics']"
1,11927,['P130'],['Product P130'],['Electronics']
1,11928,"['P132', 'P126']","['Product P132', 'Product P126']","['Electronics', 'Electronics']"
1,11929,"['P120', 'P138', 'P125', 'P100', 'P147']","['Product P120', 'Product P138', 'Product P125', 'Product P100', 'Product P147']","['Electronics', 'Home Goods', 'Electronics', 'Grocery', 'Grocery']"
1,11930,"['P105', 'P102', 'P117']","['Product P105', 'Product P102', 'Product P117']","['Electronics', 'Electronics', 'Electronics']"
1,11931,['P117'],['Product P117'],['Electronics']
1,11932,['P122'],['Product P122'],['Home Goods']
1,11933,"['P144', 'P142']","['Product P144', 'Product P142']","['Grocery', 'Apparel']"
1,11934,['P123'],['Product P123'],['Books']
1,12029,"['P114', 'P147', 'P138']","['Product P114', 'Product P147', 'Product P138']","['Apparel', 'Grocery', 'Home Goods']"
1,12030,"['P139', 'P117', 'P112', 'P148']","['Product P139', 'Product P117', 'Product P112', 'Product P148']","['Grocery', 'Electronics', 'Home Goods', 'Books']"
1,12031,"['P132', 'P147']","['Product P132', 'Product P147']","['Electronics', 'Grocery']"
1,12032,"['P139', 'P143', 'P104']","['Product P139', 'Product P143', 'Product P104']","['Grocery', 'Books', 'Apparel']"
1,12033,['P112'],['Product P112'],['Home Goods']
1,12034,['P145'],['Product P145'],['Grocery']
1,12035,"['P112', 'P145', 'P140']","['Product P112', 'Product P145', 'Product P140']","['Home Goods', 'Grocery', 'Grocery']"
1,12036,['P144'],['Product P144'],['Grocery']
1,12037,"['P117', 'P140', 'P104', 'P100']","['Product P117', 'Product P140', 'Product P104', 'Product P100']","['Electronics', 'Grocery', 'Apparel', 'Grocery']"
1,12038,"['P119', 'P105', 'P103', 'P122']","['Product P119', 'Product P105', 'Product P103', 'Product P122']","['Books', 'Electronics', 'Electronics', 'Home Goods']"
1,12039,"['P117', 'P139', 'P129']","['Product P117', 'Product P139', 'Product P129']","['Electronics', 'Grocery', 'Electronics']"
1,12040,"['P147', 'P106']","['Product P147', 'Product P106']","['Grocery', 'Books']"
1,12107,['P103'],['Product P103'],['Electronics']
1,12108,['P135'],['Product P135'],['Home Goods']
1,12109,"['P145', 'P113', 'P142']","['Product P145', 'Product P113', 'Product P142']","['Grocery', 'Electronics', 'Apparel']"
1,12110,"['P104', 'P119']","['Product P104', 'Product P119']","['Apparel', 'Books']"
1,12111,['P122'],['Product P122'],['Home Goods']
1,12112,['P145'],['Product P145'],['Grocery']
1,12113,['P105'],['Product P105'],['Electronics']
1,12114,"['P143', 'P127', 'P123']","['Product P143', 'Product P127', 'Product P123']","['Books', 'Books', 'Books']"
1,12115,"['P145', 'P106']","['Product P145', 'Product P106']","['Grocery', 'Books']"
1,12181,['P120'],['Product P120'],['Electronics']
1,12182,"['P143', 'P139', 'P123', 'P122']","['Product P143', 'Product P139', 'Product P123', 'Product P122']","['Books', 'Grocery', 'Books', 'Home Goods']"
1,12183,['P145'],['Product P145'],['Grocery']
1,12184,"['P112', 'P113', 'P110']","['Product P112', 'Product P113', 'Product P110']","['Home Goods', 'Electronics', 'Books']"
1,12185,"['P100', 'P127', 'P136', 'P141', 'P105', 'P144']","['Product P100', 'Product P127', 'Product P136', 'Product P141', 'Product P105', 'Product P144']","['Grocery', 'Books', 'Books', 'Electronics', 'Electronics', 'Grocery']"
1,12186,"['P138', 'P144', 'P130', 'P130']","['Product P138', 'Product P144', 'Product P130', 'Product P130']","['Home Goods', 'Grocery', 'Electronics', 'Electronics']"
1,12187,"['P127', 'P126', 'P108', 'P112', 'P143', 'P145']","['Product P127', 'Product P126', 'Product P108', 'Product P112', 'Product P143', 'Product P145']","['Books', 'Electronics', 'Grocery', 'Home Goods', 'Books', 'Grocery']"
1,12273,"['P137', 'P147', 'P143', 'P132']","['Product P137', 'Product P147', 'Product P143', 'Product P132']","['Electronics', 'Grocery', 'Books', 'Electronics']"
1,12274,['P110'],['Product P110'],['Books']
1,12275,['P139'],['Product P139'],['Grocery']
1,12276,['P110'],['Product P110'],['Books']
1,12277,"['P138', 'P121', 'P108', 'P138']","['Product P138', 'Product P121', 'Product P108', 'Product P138']","['Home Goods', 'Grocery', 'Grocery', 'Home Goods']"
1,12278,"['P105', 'P140']","['Product P105', 'Product P140']","['Electronics', 'Grocery']"
1,12279,"['P140', 'P130', 'P128', 'P145', 'P111', 'P126', 'P130']","['Product P140', 'Product P130', 'Product P128', 'Product P145', 'Product P111', 'Product P126', 'Product P130']","['Grocery', 'Electronics', 'Electronics', 'Grocery', 'Electronics', 'Electronics', 'Electronics']"
1,12328,"['P124', 'P122']","['Product P124', 'Product P122']","['Electronics', 'Home Goods']"
1,12329,['P141'],['Product P141'],['Electronics']
1,12330,"['P106', 'P145', 'P113', 'P108', 'P135']","['Product P106', 'Product P145', 'Product P113', 'Product P108', 'Product P135']","['Books', 'Grocery', 'Electronics', 'Grocery', 'Home Goods']"
1,12331,['P127'],['Product P127'],['Books']
1,12332,['P127'],['Product P127'],['Books']
1,12333,"['P121', 'P146', 'P122']","['Product P121', 'Product P146', 'Product P122']","['Grocery', 'Electronics', 'Home Goods']"
1,12334,['P130'],['Product P130'],['Electronics']
1,12397,['P146'],['Product P146'],['Electronics']
1,12398,['P129'],['Product P129'],['Electronics']
1,12399,['P108'],['Product P108'],['Grocery']
1,12400,"['P122', 'P109', 'P135', 'P108', 'P102']","['Product P122', 'Product P109', 'Product P135', 'Product P108', 'Product P102']","['Home Goods', 'Books', 'Home Goods', 'Grocery', 'Electronics']"
1,12401,['P109'],['Product P109'],['Books']
1,12402,"['P113', 'P113', 'P140']","['Product P113', 'Product P113', 'Product P140']","['Electronics', 'Electronics', 'Grocery']"
1,12403,"['P143', 'P121', 'P103', 'P118', 'P149', 'P147']","['Product P143', 'Product P121', 'Product P103', 'Product P118', 'Product P149', 'Product P147']","['Books', 'Grocery', 'Electronics', 'Apparel', 'Apparel', 'Grocery']"
1,12404,"['P144', 'P147', 'P103']","['Product P144', 'Product P147', 'Product P103']","['Grocery', 'Grocery', 'Electronics']"
1,12405,"['P126', 'P143', 'P147', 'P132', 'P103', 'P149', 'P106']","['Product P126', 'Product P143', 'Product P147', 'Product P132', 'Product P103', 'Product P149', 'Product P106']","['Electronics', 'Books', 'Grocery', 'Electronics', 'Electronics', 'Apparel', 'Books']"
1,12406,"['P110', 'P119', 'P147']","['Product P110', 'Product P119', 'Product P147']","['Books', 'Books', 'Grocery']"
1,12407,"['P141', 'P143']","['Product P141', 'Product P143']","['Electronics', 'Books']"
