TransactionID,Timestamp,StoreID,CustomerID,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,TotalPrice,PaymentMethod,PromotionApplied,DiscountAmount
10005,2022-01-01 17:55:46,1,Cust_0430,P115,Product P115,Apparel,1,185.26,185.26,Credit Card,False,0.0
10005,2022-01-01 17:55:46,1,Cust_0430,P106,Product P106,Books,2,90.99,181.98,Mobile Pay,False,0.0
10005,2022-01-01 17:55:46,1,Cust_0430,P100,Product P100,Grocery,3,131.9,395.7,Debit Card,False,0.0
10005,2022-01-01 17:55:46,1,Cust_0430,P140,Product P140,Grocery,1,5.74,5.74,Cash,False,0.0
10006,2022-01-01 15:23:21,1,Cust_0840,P143,Product P143,Books,2,142.01,284.02,Credit Card,False,0.0
10007,2022-01-01 19:29:47,1,Cust_0495,P144,Product P144,Grocery,3,62.46,152.43,Debit Card,True,34.95
10007,2022-01-01 19:29:47,1,Cust_0495,P147,Product P147,Grocery,3,41.7,102.12,Debit Card,True,22.98
10007,2022-01-01 19:29:47,1,Cust_0495,P118,Product P118,Apparel,2,177.52,355.04,Cash,False,0.0
10008,2022-01-01 19:55:23,1,Cust_0426,P113,Product P113,Electronics,2,118.29,236.58,Mobile Pay,False,0.0
10008,2022-01-01 19:55:23,1,Cust_0426,P143,Product P143,Books,2,142.01,284.02,Cash,False,0.0
10008,2022-01-01 19:55:23,1,Cust_0426,P100,Product P100,Grocery,2,131.9,211.14,Cash,True,52.66
10008,2022-01-01 19:55:23,1,Cust_0426,P147,Product P147,Grocery,1,41.7,41.7,Cash,False,0.0
10009,2022-01-01 13:14:46,1,Cust_0390,P138,Product P138,Home Goods,2,22.97,45.94,Cash,False,0.0
10009,2022-01-01 13:14:46,1,Cust_0390,P110,Product P110,Books,1,94.88,94.88,Debit Card,False,0.0
10010,2022-01-01 09:26:46,1,Cust_0075,P121,Product P121,Grocery,3,83.0,249.0,Debit Card,False,0.0
10010,2022-01-01 09:26:46,1,Cust_0075,P108,Product P108,Grocery,3,77.0,231.0,Cash,False,0.0
10011,2022-01-01 20:40:55,1,Cust_0351,P120,Product P120,Electronics,1,17.37,17.37,Debit Card,False,0.0
10011,2022-01-01 20:40:55,1,Cust_0351,P141,Product P141,Electronics,1,43.84,43.84,Cash,False,0.0
10012,2022-01-01 17:51:49,2,Cust_0991,P124,Product P124,Electronics,3,50.87,128.15,Mobile Pay,True,24.46
10012,2022-01-01 17:51:49,2,Cust_0991,P129,Product P129,Electronics,1,61.64,61.64,Debit Card,False,0.0
10012,2022-01-01 17:51:49,2,Cust_0991,P149,Product P149,Apparel,3,199.53,598.59,Debit Card,False,0.0
10012,2022-01-01 17:51:49,2,Cust_0991,P127,Product P127,Books,1,106.47,106.47,Credit Card,False,0.0
10012,2022-01-01 17:51:49,2,Cust_0991,P138,Product P138,Home Goods,3,22.97,68.91,Mobile Pay,False,0.0
10012,2022-01-01 17:51:49,2,Cust_0991,P129,Product P129,Electronics,3,61.64,184.92,Debit Card,False,0.0
10013,2022-01-01 19:00:19,2,Cust_0178,P119,Product P119,Books,3,49.11,147.33,Debit Card,False,0.0
10014,2022-01-01 09:54:53,2,Cust_0402,P125,Product P125,Electronics,3,124.48,373.44,Cash,False,0.0
10014,2022-01-01 09:54:53,2,Cust_0402,P127,Product P127,Books,1,106.47,106.47,Mobile Pay,False,0.0
10014,2022-01-01 09:54:53,2,Cust_0402,P117,Product P117,Electronics,3,195.87,587.61,Mobile Pay,False,0.0
10014,2022-01-01 09:54:53,2,Cust_0402,P105,Product P105,Electronics,1,126.37,126.37,Mobile Pay,False,0.0
10014,2022-01-01 09:54:53,2,Cust_0402,P149,Product P149,Apparel,3,199.53,598.59,Debit Card,False,0.0
10015,2022-01-01 10:35:34,2,Cust_0512,P135,Product P135,Home Goods,2,107.37,214.74,Debit Card,False,0.0
10015,2022-01-01 10:35:34,2,Cust_0512,P108,Product P108,Grocery,2,77.0,154.0,Mobile Pay,False,0.0
10016,2022-01-01 09:26:56,2,Cust_0564,P120,Product P120,Electronics,2,17.37,34.74,Debit Card,False,0.0
10016,2022-01-01 09:26:56,2,Cust_0564,P138,Product P138,Home Goods,3,22.97,68.91,Credit Card,False,0.0
10017,2022-01-01 12:32:02,2,Cust_0419,P106,Product P106,Books,3,90.99,272.97,Debit Card,False,0.0
10017,2022-01-01 12:32:02,2,Cust_0419,P132,Product P132,Electronics,3,36.18,108.54,Debit Card,False,0.0
10018,2022-01-01 16:03:58,2,Cust_0660,P123,Product P123,Books,3,5.56,16.68,Debit Card,False,0.0
10018,2022-01-01 16:03:58,2,Cust_0660,P119,Product P119,Books,3,49.11,147.33,Credit Card,False,0.0
10019,2022-01-01 19:24:08,2,Cust_0319,P139,Product P139,Grocery,3,22.27,66.81,Cash,False,0.0
10020,2022-01-01 13:20:08,2,Cust_0630,P122,Product P122,Home Goods,3,172.99,518.97,Mobile Pay,False,0.0
10020,2022-01-01 13:20:08,2,Cust_0630,P149,Product P149,Apparel,2,199.53,399.06,Cash,False,0.0
10020,2022-01-01 13:20:08,2,Cust_0630,P127,Product P127,Books,3,106.47,319.41,Debit Card,False,0.0
10021,2022-01-01 16:12:16,2,Cust_0175,P123,Product P123,Books,2,5.56,10.38,Mobile Pay,True,0.74
10021,2022-01-01 16:12:16,2,Cust_0175,P106,Product P106,Books,1,90.99,90.99,Mobile Pay,False,0.0
10021,2022-01-01 16:12:16,2,Cust_0175,P149,Product P149,Apparel,3,199.53,598.59,Mobile Pay,False,0.0
10021,2022-01-01 16:12:16,2,Cust_0175,P135,Product P135,Home Goods,1,107.37,107.37,Cash,False,0.0
10021,2022-01-01 16:12:16,2,Cust_0175,P135,Product P135,Home Goods,1,107.37,107.37,Debit Card,False,0.0
10021,2022-01-01 16:12:16,2,Cust_0175,P115,Product P115,Apparel,2,185.26,370.52,Mobile Pay,False,0.0
10021,2022-01-01 16:12:16,2,Cust_0175,P104,Product P104,Apparel,3,159.3,477.9,Mobile Pay,False,0.0
10021,2022-01-01 16:12:16,2,Cust_0175,P132,Product P132,Electronics,2,36.18,72.36,Cash,False,0.0
10022,2022-01-01 20:28:13,2,Cust_0998,P115,Product P115,Apparel,1,185.26,185.26,Mobile Pay,False,0.0
10022,2022-01-01 20:28:13,2,Cust_0998,P124,Product P124,Electronics,2,50.87,101.74,Credit Card,False,0.0
10022,2022-01-01 20:28:13,2,Cust_0998,P132,Product P132,Electronics,2,36.18,72.36,Credit Card,False,0.0
10022,2022-01-01 20:28:13,2,Cust_0998,P109,Product P109,Books,3,40.91,122.73,Mobile Pay,False,0.0
10022,2022-01-01 20:28:13,2,Cust_0998,P138,Product P138,Home Goods,3,22.97,68.91,Cash,False,0.0
10022,2022-01-01 20:28:13,2,Cust_0998,P105,Product P105,Electronics,1,126.37,126.37,Mobile Pay,False,0.0
10022,2022-01-01 20:28:13,2,Cust_0998,P127,Product P127,Books,2,106.47,212.94,Mobile Pay,False,0.0
10023,2022-01-01 16:46:10,2,Cust_0087,P115,Product P115,Apparel,2,185.26,370.52,Debit Card,False,0.0
10023,2022-01-01 16:46:10,2,Cust_0087,P122,Product P122,Home Goods,1,172.99,172.99,Credit Card,False,0.0
10024,2022-01-01 11:23:07,2,Cust_0229,P144,Product P144,Grocery,1,62.46,62.46,Cash,False,0.0
10024,2022-01-01 11:23:07,2,Cust_0229,P108,Product P108,Grocery,2,77.0,154.0,Credit Card,False,0.0
10024,2022-01-01 11:23:07,2,Cust_0229,P142,Product P142,Apparel,2,145.92,291.84,Mobile Pay,False,0.0
10024,2022-01-01 11:23:07,2,Cust_0229,P122,Product P122,Home Goods,3,172.99,518.97,Mobile Pay,False,0.0
10025,2022-01-01 19:42:35,2,Cust_0071,P108,Product P108,Grocery,1,77.0,77.0,Mobile Pay,False,0.0
10026,2022-01-01 10:17:35,2,Cust_0620,P129,Product P129,Electronics,1,61.64,61.64,Debit Card,False,0.0
10027,2022-01-01 18:26:55,2,Cust_0484,P137,Product P137,Electronics,3,56.49,169.47,Mobile Pay,False,0.0
10027,2022-01-01 18:26:55,2,Cust_0484,P126,Product P126,Electronics,3,65.39,196.17,Credit Card,False,0.0
10027,2022-01-01 18:26:55,2,Cust_0484,P120,Product P120,Electronics,3,17.37,52.11,Cash,False,0.0
10027,2022-01-01 18:26:55,2,Cust_0484,P141,Product P141,Electronics,3,43.84,131.52,Mobile Pay,False,0.0
10027,2022-01-01 18:26:55,2,Cust_0484,P115,Product P115,Apparel,1,185.26,185.26,Cash,False,0.0
10028,2022-01-01 10:37:56,2,Cust_0041,P145,Product P145,Grocery,1,96.86,96.86,Cash,False,0.0
10028,2022-01-01 10:37:56,2,Cust_0041,P127,Product P127,Books,1,106.47,106.47,Mobile Pay,False,0.0
10029,2022-01-01 15:28:00,2,Cust_0820,P132,Product P132,Electronics,2,36.18,72.36,Mobile Pay,False,0.0
10029,2022-01-01 15:28:00,2,Cust_0820,P106,Product P106,Books,2,90.99,181.98,Cash,False,0.0
10030,2022-01-01 14:48:53,2,Cust_0609,P145,Product P145,Grocery,2,96.86,193.72,Debit Card,False,0.0
10030,2022-01-01 14:48:53,2,Cust_0609,P126,Product P126,Electronics,2,65.39,130.78,Mobile Pay,False,0.0
10030,2022-01-01 14:48:53,2,Cust_0609,P132,Product P132,Electronics,1,36.18,36.18,Mobile Pay,False,0.0
10031,2022-01-01 15:10:51,2,Cust_0267,P115,Product P115,Apparel,1,185.26,152.12,Cash,True,33.14
10031,2022-01-01 15:10:51,2,Cust_0267,P145,Product P145,Grocery,2,96.86,193.72,Cash,False,0.0
10031,2022-01-01 15:10:51,2,Cust_0267,P101,Product P101,Grocery,1,75.49,75.49,Credit Card,False,0.0
10031,2022-01-01 15:10:51,2,Cust_0267,P117,Product P117,Electronics,3,195.87,587.61,Cash,False,0.0
10032,2022-01-01 14:01:21,3,Cust_0205,P144,Product P144,Grocery,1,62.46,62.46,Debit Card,False,0.0
10033,2022-01-01 10:34:59,3,Cust_0660,P141,Product P141,Electronics,2,43.84,75.04,Cash,True,12.64
10034,2022-01-01 09:44:40,3,Cust_0430,P100,Product P100,Grocery,3,131.9,395.7,Cash,False,0.0
10034,2022-01-01 09:44:40,3,Cust_0430,P141,Product P141,Electronics,2,43.84,87.68,Cash,False,0.0
10034,2022-01-01 09:44:40,3,Cust_0430,P141,Product P141,Electronics,1,43.84,43.84,Credit Card,False,0.0
10035,2022-01-01 13:18:34,3,Cust_0065,P145,Product P145,Grocery,2,96.86,193.72,Mobile Pay,False,0.0
10036,2022-01-01 09:40:33,3,Cust_0708,P122,Product P122,Home Goods,3,172.99,518.97,Mobile Pay,False,0.0
10036,2022-01-01 09:40:33,3,Cust_0708,P143,Product P143,Books,2,142.01,284.02,Debit Card,False,0.0
10037,2022-01-01 18:11:14,3,Cust_0107,P144,Product P144,Grocery,2,62.46,124.92,Debit Card,False,0.0
10037,2022-01-01 18:11:14,3,Cust_0107,P122,Product P122,Home Goods,3,172.99,518.97,Cash,False,0.0
10038,2022-01-01 10:48:58,3,Cust_0574,P127,Product P127,Books,1,106.47,106.47,Debit Card,False,0.0
10038,2022-01-01 10:48:58,3,Cust_0574,P138,Product P138,Home Goods,2,22.97,45.94,Debit Card,False,0.0
10038,2022-01-01 10:48:58,3,Cust_0574,P136,Product P136,Books,3,167.29,501.87,Credit Card,False,0.0
10038,2022-01-01 10:48:58,3,Cust_0574,P125,Product P125,Electronics,2,124.48,248.96,Credit Card,False,0.0
10039,2022-01-01 12:24:54,3,Cust_0892,P120,Product P120,Electronics,3,17.37,52.11,Debit Card,False,0.0
10040,2022-01-01 20:56:41,3,Cust_0726,P148,Product P148,Books,2,84.5,169.0,Cash,False,0.0
10041,2022-01-01 13:14:12,3,Cust_0676,P102,Product P102,Electronics,3,11.55,34.65,Debit Card,False,0.0
10042,2022-01-01 13:17:52,3,Cust_0830,P123,Product P123,Books,1,5.56,5.56,Debit Card,False,0.0
10042,2022-01-01 13:17:52,3,Cust_0830,P124,Product P124,Electronics,1,50.87,50.87,Debit Card,False,0.0
10042,2022-01-01 13:17:52,3,Cust_0830,P113,Product P113,Electronics,2,118.29,236.58,Mobile Pay,False,0.0
10042,2022-01-01 13:17:52,3,Cust_0830,P124,Product P124,Electronics,3,50.87,152.61,Credit Card,False,0.0
10043,2022-01-01 11:14:04,3,Cust_0734,P115,Product P115,Apparel,2,185.26,345.55,Credit Card,True,24.97
10043,2022-01-01 11:14:04,3,Cust_0734,P117,Product P117,Electronics,1,195.87,165.34,Mobile Pay,True,30.53
10043,2022-01-01 11:14:04,3,Cust_0734,P100,Product P100,Grocery,1,131.9,131.9,Cash,False,0.0
10044,2022-01-01 14:38:58,3,Cust_0722,P147,Product P147,Grocery,1,41.7,41.7,Cash,False,0.0
10045,2022-01-01 10:24:39,4,Cust_0872,P119,Product P119,Books,2,49.11,98.22,Mobile Pay,False,0.0
10046,2022-01-01 15:56:34,4,Cust_0336,P104,Product P104,Apparel,1,159.3,159.3,Cash,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P144,Product P144,Grocery,1,62.46,62.46,Debit Card,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P127,Product P127,Books,1,106.47,106.47,Credit Card,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P136,Product P136,Books,1,167.29,167.29,Mobile Pay,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P122,Product P122,Home Goods,2,172.99,345.98,Credit Card,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P108,Product P108,Grocery,2,77.0,154.0,Mobile Pay,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P142,Product P142,Apparel,1,145.92,145.92,Credit Card,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P108,Product P108,Grocery,1,77.0,77.0,Debit Card,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P110,Product P110,Books,2,94.88,189.76,Debit Card,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P114,Product P114,Apparel,1,84.25,84.25,Debit Card,False,0.0
10047,2022-01-01 12:13:07,4,Cust_0638,P128,Product P128,Electronics,2,108.97,217.94,Mobile Pay,False,0.0
10048,2022-01-01 14:12:02,4,Cust_0702,P127,Product P127,Books,1,106.47,106.47,Mobile Pay,False,0.0
10049,2022-01-01 14:15:45,4,Cust_0787,P133,Product P133,Books,1,176.86,176.86,Debit Card,False,0.0
10049,2022-01-01 14:15:45,4,Cust_0787,P127,Product P127,Books,3,106.47,319.41,Cash,False,0.0
10049,2022-01-01 14:15:45,4,Cust_0787,P143,Product P143,Books,3,142.01,426.03,Mobile Pay,False,0.0
10049,2022-01-01 14:15:45,4,Cust_0787,P105,Product P105,Electronics,3,126.37,379.11,Debit Card,False,0.0
10050,2022-01-01 16:09:00,4,Cust_0567,P125,Product P125,Electronics,3,124.48,373.44,Credit Card,False,0.0
10051,2022-01-01 20:43:23,4,Cust_0251,P125,Product P125,Electronics,1,124.48,124.48,Cash,False,0.0
10052,2022-01-01 15:27:09,4,Cust_0135,P106,Product P106,Books,2,90.99,155.57,Cash,True,26.41
10052,2022-01-01 15:27:09,4,Cust_0135,P144,Product P144,Grocery,2,62.46,124.92,Cash,False,0.0
10053,2022-01-01 09:10:23,4,Cust_0000,P125,Product P125,Electronics,3,124.48,373.44,Debit Card,False,0.0
10053,2022-01-01 09:10:23,4,Cust_0000,P112,Product P112,Home Goods,1,127.13,127.13,Cash,False,0.0
10054,2022-01-01 15:56:56,4,Cust_0686,P110,Product P110,Books,3,94.88,284.64,Debit Card,False,0.0
10055,2022-01-01 17:41:04,4,Cust_0837,P123,Product P123,Books,3,5.56,16.68,Cash,False,0.0
10055,2022-01-01 17:41:04,4,Cust_0837,P144,Product P144,Grocery,2,62.46,124.92,Credit Card,False,0.0
10055,2022-01-01 17:41:04,4,Cust_0837,P126,Product P126,Electronics,1,65.39,65.39,Credit Card,False,0.0
10056,2022-01-01 18:44:46,4,Cust_0756,P142,Product P142,Apparel,1,145.92,145.92,Credit Card,False,0.0
10056,2022-01-01 18:44:46,4,Cust_0756,P110,Product P110,Books,1,94.88,94.88,Cash,False,0.0
10056,2022-01-01 18:44:46,4,Cust_0756,P142,Product P142,Apparel,2,145.92,291.84,Debit Card,False,0.0
10056,2022-01-01 18:44:46,4,Cust_0756,P137,Product P137,Electronics,2,56.49,112.98,Debit Card,False,0.0
10056,2022-01-01 18:44:46,4,Cust_0756,P135,Product P135,Home Goods,1,107.37,107.37,Mobile Pay,False,0.0
10056,2022-01-01 18:44:46,4,Cust_0756,P110,Product P110,Books,3,94.88,284.64,Mobile Pay,False,0.0
10056,2022-01-01 18:44:46,4,Cust_0756,P100,Product P100,Grocery,1,131.9,131.9,Debit Card,False,0.0
10057,2022-01-01 19:11:04,4,Cust_0879,P144,Product P144,Grocery,2,62.46,124.92,Mobile Pay,False,0.0
10057,2022-01-01 19:11:04,4,Cust_0879,P117,Product P117,Electronics,3,195.87,555.85,Cash,True,31.76
10057,2022-01-01 19:11:04,4,Cust_0879,P109,Product P109,Books,2,40.91,71.1,Credit Card,True,10.72
10058,2022-01-01 10:42:35,4,Cust_0694,P140,Product P140,Grocery,1,5.74,5.74,Mobile Pay,False,0.0
10058,2022-01-01 10:42:35,4,Cust_0694,P144,Product P144,Grocery,1,62.46,62.46,Debit Card,False,0.0
10059,2022-01-01 17:08:19,4,Cust_0505,P124,Product P124,Electronics,2,50.87,85.38,Cash,True,16.36
10060,2022-01-01 16:06:39,4,Cust_0766,P147,Product P147,Grocery,1,41.7,41.7,Debit Card,False,0.0
10060,2022-01-01 16:06:39,4,Cust_0766,P124,Product P124,Electronics,3,50.87,152.61,Cash,False,0.0
10060,2022-01-01 16:06:39,4,Cust_0766,P127,Product P127,Books,2,106.47,212.94,Cash,False,0.0
10060,2022-01-01 16:06:39,4,Cust_0766,P147,Product P147,Grocery,2,41.7,83.4,Mobile Pay,False,0.0
10060,2022-01-01 16:06:39,4,Cust_0766,P149,Product P149,Apparel,1,199.53,188.55,Credit Card,True,10.98
10060,2022-01-01 16:06:39,4,Cust_0766,P115,Product P115,Apparel,2,185.26,370.52,Mobile Pay,False,0.0
10061,2022-01-01 20:22:52,5,Cust_0013,P141,Product P141,Electronics,3,43.84,131.52,Cash,False,0.0
10061,2022-01-01 20:22:52,5,Cust_0013,P119,Product P119,Books,3,49.11,127.54,Credit Card,True,19.79
10062,2022-01-01 17:56:14,5,Cust_0123,P103,Product P103,Electronics,3,103.86,277.99,Cash,True,33.59
10063,2022-01-01 15:22:12,5,Cust_0688,P143,Product P143,Books,2,142.01,284.02,Mobile Pay,False,0.0
10063,2022-01-01 15:22:12,5,Cust_0688,P128,Product P128,Electronics,3,108.97,326.91,Cash,False,0.0
10063,2022-01-01 15:22:12,5,Cust_0688,P122,Product P122,Home Goods,2,172.99,345.98,Cash,False,0.0
10063,2022-01-01 15:22:12,5,Cust_0688,P115,Product P115,Apparel,3,185.26,555.78,Debit Card,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P143,Product P143,Books,2,142.01,284.02,Mobile Pay,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P134,Product P134,Apparel,3,97.8,293.4,Cash,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P126,Product P126,Electronics,1,65.39,65.39,Debit Card,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P106,Product P106,Books,3,90.99,272.97,Cash,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P104,Product P104,Apparel,3,159.3,477.9,Credit Card,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P113,Product P113,Electronics,1,118.29,118.29,Debit Card,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P132,Product P132,Electronics,2,36.18,72.36,Mobile Pay,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P135,Product P135,Home Goods,3,107.37,322.11,Cash,False,0.0
10064,2022-01-01 20:48:13,5,Cust_0270,P123,Product P123,Books,1,5.56,5.56,Debit Card,False,0.0
10065,2022-01-01 14:11:56,5,Cust_0211,P100,Product P100,Grocery,3,131.9,395.7,Mobile Pay,False,0.0
10065,2022-01-01 14:11:56,5,Cust_0211,P140,Product P140,Grocery,3,5.74,17.22,Credit Card,False,0.0
10065,2022-01-01 14:11:56,5,Cust_0211,P102,Product P102,Electronics,1,11.55,11.55,Debit Card,False,0.0
10065,2022-01-01 14:11:56,5,Cust_0211,P115,Product P115,Apparel,2,185.26,370.52,Mobile Pay,False,0.0
10066,2022-01-01 09:40:07,5,Cust_0367,P143,Product P143,Books,3,142.01,426.03,Debit Card,False,0.0
10066,2022-01-01 09:40:07,5,Cust_0367,P121,Product P121,Grocery,3,83.0,249.0,Credit Card,False,0.0
10067,2022-01-01 14:06:00,5,Cust_0415,P136,Product P136,Books,2,167.29,334.58,Mobile Pay,False,0.0
10067,2022-01-01 14:06:00,5,Cust_0415,P112,Product P112,Home Goods,3,127.13,381.39,Mobile Pay,False,0.0
10067,2022-01-01 14:06:00,5,Cust_0415,P120,Product P120,Electronics,2,17.37,34.74,Cash,False,0.0
10067,2022-01-01 14:06:00,5,Cust_0415,P140,Product P140,Grocery,3,5.74,17.22,Debit Card,False,0.0
10068,2022-01-01 17:35:55,5,Cust_0044,P109,Product P109,Books,3,40.91,122.73,Mobile Pay,False,0.0
10068,2022-01-01 17:35:55,5,Cust_0044,P104,Product P104,Apparel,2,159.3,318.6,Credit Card,False,0.0
10068,2022-01-01 17:35:55,5,Cust_0044,P127,Product P127,Books,1,106.47,106.47,Debit Card,False,0.0
10069,2022-01-01 17:21:21,5,Cust_0458,P112,Product P112,Home Goods,1,127.13,127.13,Credit Card,False,0.0
10070,2022-01-01 18:17:59,5,Cust_0539,P132,Product P132,Electronics,3,36.18,108.54,Credit Card,False,0.0
10070,2022-01-01 18:17:59,5,Cust_0539,P117,Product P117,Electronics,3,195.87,486.42,Cash,True,101.19
10070,2022-01-01 18:17:59,5,Cust_0539,P109,Product P109,Books,2,40.91,81.82,Cash,False,0.0
10071,2022-01-01 09:22:10,5,Cust_0206,P144,Product P144,Grocery,2,62.46,124.92,Debit Card,False,0.0
10072,2022-01-01 10:21:33,5,Cust_0691,P125,Product P125,Electronics,1,124.48,124.48,Mobile Pay,False,0.0
10072,2022-01-01 10:21:33,5,Cust_0691,P123,Product P123,Books,3,5.56,16.68,Mobile Pay,False,0.0
10072,2022-01-01 10:21:33,5,Cust_0691,P132,Product P132,Electronics,1,36.18,36.18,Credit Card,False,0.0
10073,2022-01-01 20:18:23,6,Cust_0067,P108,Product P108,Grocery,1,77.0,77.0,Mobile Pay,False,0.0
10074,2022-01-01 17:47:27,6,Cust_0149,P148,Product P148,Books,1,84.5,84.5,Credit Card,False,0.0
10075,2022-01-01 09:33:18,6,Cust_0777,P128,Product P128,Electronics,3,108.97,326.91,Credit Card,False,0.0
10075,2022-01-01 09:33:18,6,Cust_0777,P142,Product P142,Apparel,1,145.92,130.02,Cash,True,15.9
10075,2022-01-01 09:33:18,6,Cust_0777,P149,Product P149,Apparel,2,199.53,399.06,Debit Card,False,0.0
10075,2022-01-01 09:33:18,6,Cust_0777,P122,Product P122,Home Goods,1,172.99,172.99,Credit Card,False,0.0
10075,2022-01-01 09:33:18,6,Cust_0777,P139,Product P139,Grocery,2,22.27,44.54,Mobile Pay,False,0.0
10076,2022-01-01 16:29:48,6,Cust_0965,P124,Product P124,Electronics,1,50.87,50.87,Cash,False,0.0
10076,2022-01-01 16:29:48,6,Cust_0965,P149,Product P149,Apparel,3,199.53,598.59,Mobile Pay,False,0.0
10076,2022-01-01 16:29:48,6,Cust_0965,P135,Product P135,Home Goods,1,107.37,107.37,Credit Card,False,0.0
10076,2022-01-01 16:29:48,6,Cust_0965,P143,Product P143,Books,3,142.01,426.03,Cash,False,0.0
10077,2022-01-01 15:41:17,6,Cust_0938,P120,Product P120,Electronics,1,17.37,17.37,Cash,False,0.0
10078,2022-01-01 13:12:30,6,Cust_0535,P100,Product P100,Grocery,3,131.9,395.7,Mobile Pay,False,0.0
10078,2022-01-01 13:12:30,6,Cust_0535,P106,Product P106,Books,2,90.99,181.98,Credit Card,False,0.0
10078,2022-01-01 13:12:30,6,Cust_0535,P130,Product P130,Electronics,2,193.46,386.92,Cash,False,0.0
10078,2022-01-01 13:12:30,6,Cust_0535,P124,Product P124,Electronics,3,50.87,152.61,Cash,False,0.0
10078,2022-01-01 13:12:30,6,Cust_0535,P119,Product P119,Books,2,49.11,98.22,Mobile Pay,False,0.0
10079,2022-01-01 14:09:35,6,Cust_0094,P141,Product P141,Electronics,2,43.84,87.68,Mobile Pay,False,0.0
10079,2022-01-01 14:09:35,6,Cust_0094,P129,Product P129,Electronics,2,61.64,123.28,Debit Card,False,0.0
10080,2022-01-01 11:56:16,6,Cust_0091,P129,Product P129,Electronics,3,61.64,184.92,Debit Card,False,0.0
10080,2022-01-01 11:56:16,6,Cust_0091,P109,Product P109,Books,3,40.91,122.73,Debit Card,False,0.0
10081,2022-01-01 15:20:35,6,Cust_0139,P100,Product P100,Grocery,2,131.9,263.8,Cash,False,0.0
10081,2022-01-01 15:20:35,6,Cust_0139,P104,Product P104,Apparel,1,159.3,159.3,Credit Card,False,0.0
